Date,Open,High,Low,Close,Adj Close,Volume
2018-02-05,10970.2998046875,10970.2998046875,10855.4296875,10946.25,10946.25,2393600
2018-02-06,10761.009765625,10761.009765625,10300.400390625,10404.0,10404.0,5183600
2018-02-07,10547.6396484375,10697.8203125,10547.6396484375,10551.5400390625,10551.5400390625,3145300
2018-02-08,10559.4404296875,10609.5,10512.9296875,10528.51953125,10528.51953125,2287100
2018-02-09,10371.009765625,10392.3095703125,10189.0400390625,10371.75,10371.75,2895400
2018-02-12,10429.08984375,10473.509765625,10416.009765625,10421.08984375,10421.08984375,2387100
2018-02-21,10559.7900390625,10720.48046875,10559.7900390625,10714.4404296875,10714.4404296875,2770600
2018-02-22,10698.4697265625,10698.4697265625,10620.7998046875,10662.3798828125,10662.3798828125,2385800
2018-02-23,10688.9697265625,10799.2900390625,10688.9697265625,10794.5498046875,10794.5498046875,2623500
2018-02-26,10827.98046875,10890.6904296875,10827.98046875,10836.7001953125,10836.7001953125,2295300
2018-02-27,10896.16015625,10937.900390625,10815.4697265625,10815.4697265625,10815.4697265625,2697700
2018-03-01,10779.099609375,10805.5498046875,10709.6904296875,10785.7900390625,10785.7900390625,2508100
2018-03-02,10719.2900390625,10719.2900390625,10638.98046875,10698.169921875,10698.169921875,2135500
2018-03-05,10727.4501953125,10756.3701171875,10642.900390625,10642.900390625,10642.900390625,2203900
2018-03-06,10711.150390625,10784.33984375,10711.150390625,10784.33984375,10784.33984375,1905900
2018-03-07,10762.990234375,10818.0498046875,10745.3203125,10745.3203125,10745.3203125,2106300
2018-03-08,10788.4296875,10852.330078125,10788.4296875,10823.240234375,10823.240234375,2535200
2018-03-09,10847.740234375,10882.759765625,10845.3798828125,10864.8203125,10864.8203125,2457800
2018-03-12,10908.990234375,11016.5595703125,10908.990234375,11002.099609375,11002.099609375,2759800
2018-03-13,11022.150390625,11095.6298828125,11014.8701171875,11095.6298828125,11095.6298828125,2433800
2018-03-14,11063.73046875,11070.2900390625,11015.4697265625,11038.7998046875,11038.7998046875,2331000
2018-03-15,11039.599609375,11052.1103515625,11008.1796875,11018.4501953125,11018.4501953125,2124400
2018-03-16,11010.240234375,11054.8603515625,10933.4599609375,11027.7001953125,11027.7001953125,3071600
2018-03-19,11004.8095703125,11066.0,10983.25,11046.900390625,11046.900390625,2206800
2018-03-20,11016.849609375,11020.7802734375,10981.0400390625,11010.83984375,11010.83984375,2159800
2018-03-21,11037.349609375,11072.3095703125,11011.0703125,11011.0703125,11011.0703125,2360400
2018-03-22,11045.900390625,11120.2001953125,10975.330078125,11005.83984375,11005.83984375,2637400
2018-03-23,10863.669921875,10863.669921875,10758.0595703125,10823.330078125,10823.330078125,2618800
2018-03-26,10783.5703125,10840.0498046875,10781.4296875,10840.0498046875,10840.0498046875,2048600
2018-03-27,10901.6904296875,10986.7900390625,10901.6904296875,10986.7900390625,10986.7900390625,2297400
2018-03-28,10939.9697265625,10939.9697265625,10853.48046875,10865.66015625,10865.66015625,1953100
2018-03-29,10855.66015625,10889.599609375,10815.4599609375,10845.919921875,10845.919921875,2158300
2018-03-30,10905.2998046875,10969.2197265625,10905.2998046875,10906.2197265625,10906.2197265625,2263300
2018-04-02,10936.259765625,10969.8798828125,10882.0498046875,10888.26953125,10888.26953125,2071400
2018-04-03,10837.5400390625,10837.5400390625,10775.4501953125,10821.5302734375,10821.5302734375,2124100
2018-04-09,10880.1396484375,10904.75,10829.01953125,10893.5302734375,10893.5302734375,2664500
2018-04-10,10885.6396484375,10975.669921875,10874.830078125,10927.1796875,10927.1796875,2943400
2018-04-11,10961.7001953125,11016.349609375,10953.3095703125,10974.01953125,10974.01953125,2560400
2018-04-12,10984.1201171875,11008.2001953125,10920.6201171875,10955.2900390625,10955.2900390625,2248200
2018-04-13,10975.580078125,10988.23046875,10938.3701171875,10965.3896484375,10965.3896484375,2400400
2018-04-16,10962.3603515625,10974.9404296875,10921.169921875,10954.5498046875,10954.5498046875,2341000
2018-04-17,10953.509765625,10965.2001953125,10799.0703125,10810.4501953125,10810.4501953125,2646400
2018-04-18,10842.8798828125,10917.599609375,10809.8896484375,10847.8896484375,10847.8896484375,2189700
2018-04-19,10891.66015625,10983.9599609375,10889.7099609375,10971.2197265625,10971.2197265625,2490200
2018-04-20,10802.419921875,10831.5595703125,10770.0498046875,10779.3798828125,10779.3798828125,2349600
2018-04-23,10756.8896484375,10774.73046875,10687.25,10697.1298828125,10697.1298828125,2324700
2018-04-24,10680.3798828125,10692.1904296875,10540.150390625,10579.5,10579.5,2664800
2018-04-25,10541.830078125,10573.73046875,10489.2001953125,10559.9697265625,10559.9697265625,2555100
2018-04-26,10583.080078125,10618.6796875,10478.98046875,10488.580078125,10488.580078125,2633700
2018-04-27,10546.2900390625,10573.6103515625,10495.669921875,10553.4296875,10553.4296875,2079000
2018-04-30,10553.41015625,10660.6103515625,10539.6298828125,10657.8798828125,10657.8798828125,2120800
2018-05-02,10665.51953125,10683.900390625,10601.099609375,10618.8095703125,10618.8095703125,2252100
2018-05-03,10578.98046875,10578.98046875,10509.0302734375,10514.1796875,10514.1796875,2113300
2018-05-04,10516.4501953125,10566.3701171875,10500.9697265625,10529.3701171875,10529.3701171875,2055900
2018-05-07,10581.7802734375,10632.6201171875,10555.5595703125,10604.91015625,10604.91015625,1965200
2018-05-08,10610.4404296875,10691.3798828125,10609.0400390625,10691.3798828125,10691.3798828125,2300800
2018-05-09,10692.8896484375,10748.599609375,10689.8095703125,10703.349609375,10703.349609375,2414400
2018-05-10,10731.6796875,10782.0595703125,10731.6796875,10760.2099609375,10760.2099609375,2472700
2018-05-11,10808.400390625,10874.6298828125,10808.400390625,10858.98046875,10858.98046875,2782800
2018-05-14,10938.2998046875,10970.240234375,10908.8603515625,10952.3896484375,10952.3896484375,2550800
2018-05-15,10965.080078125,10978.3798828125,10874.73046875,10874.73046875,10874.73046875,2652800
2018-05-16,10873.5400390625,10915.740234375,10865.0703125,10897.5703125,10897.5703125,2905400
2018-05-17,10911.740234375,10938.6298828125,10833.8095703125,10833.8095703125,10833.8095703125,2510000
2018-05-18,10844.08984375,10893.349609375,10819.0703125,10830.83984375,10830.83984375,2570800
2018-05-21,10861.66015625,10979.099609375,10861.66015625,10966.2001953125,10966.2001953125,2401700
2018-05-22,10986.76953125,11034.1201171875,10938.73046875,10938.73046875,10938.73046875,2535800
2018-05-23,10974.51953125,10991.8603515625,10886.1796875,10886.1796875,10886.1796875,2468500
2018-05-24,10910.6103515625,10942.6396484375,10883.51953125,10936.9296875,10936.9296875,2239900
2018-05-25,10946.6201171875,10977.8095703125,10918.1201171875,10942.2998046875,10942.2998046875,2219900
2018-05-28,10976.490234375,10999.4296875,10965.1796875,10987.76953125,10987.76953125,2463800
2018-05-29,10979.6796875,10986.5302734375,10929.5595703125,10964.1201171875,10964.1201171875,2424700
2018-05-30,10925.2099609375,10925.2099609375,10799.75,10821.169921875,10821.169921875,3159000
2018-05-31,10856.0302734375,10909.6103515625,10853.650390625,10874.9599609375,10874.9599609375,4494100
2018-06-01,10882.6796875,10954.669921875,10876.9697265625,10949.080078125,10949.080078125,2817400
2018-06-04,11002.150390625,11109.5,11002.150390625,11109.5,11109.5,2890900
2018-06-05,11130.0302734375,11131.080078125,11054.6201171875,11100.1103515625,11100.1103515625,3024000
2018-06-06,11111.1396484375,11207.150390625,11111.1396484375,11201.830078125,11201.830078125,3038200
2018-06-07,11228.6396484375,11261.6796875,11188.990234375,11251.75,11251.75,3563000
2018-06-08,11243.58984375,11243.58984375,11122.98046875,11156.419921875,11156.419921875,2935100
