Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,226.5,226.5,219.0,219.5,202.7030792236328,32900482
2019-01-03,214.0,218.0,214.0,215.5,199.00917053222656,34087620
2019-01-04,211.5,211.5,206.5,208.0,192.08309936523438,65943521
2019-01-07,212.0,214.0,211.0,213.0,196.7004852294922,35442176
2019-01-08,212.0,212.5,210.0,211.0,194.85354614257812,22694481
2019-01-09,212.0,216.5,211.0,215.5,199.00917053222656,46295446
2019-01-10,216.0,216.5,214.5,216.0,199.4709014892578,20754593
2019-01-11,219.0,220.5,218.0,220.5,203.62657165527344,28102288
2019-01-14,218.5,220.0,217.0,218.5,201.77960205078125,17612296
2019-01-15,216.5,221.0,215.5,221.0,204.08828735351562,38882923
2019-01-16,218.5,220.0,217.5,217.5,200.85614013671875,28978282
2019-01-17,218.0,221.0,218.0,220.5,203.62657165527344,21163986
2019-01-18,219.0,220.0,217.5,218.5,201.77960205078125,49627569
2019-01-21,220.0,223.0,220.0,221.0,204.08828735351562,29384866
2019-01-22,220.0,223.0,219.0,223.0,205.93527221679688,28926483
2019-01-23,221.5,222.0,220.0,220.5,203.62657165527344,16671213
2019-01-24,222.5,222.5,220.5,222.5,205.47349548339844,26417924
2019-01-25,226.5,227.0,225.0,226.0,208.70567321777344,46692764
2019-01-28,229.5,229.5,228.0,229.0,211.47610473632812,26026257
2019-01-29,222.5,225.0,222.0,222.5,205.47349548339844,41122520
2019-01-30,220.5,221.5,220.0,221.0,204.08828735351562,44755945
2019-02-11,228.0,229.0,226.5,228.0,210.55264282226562,78307106
2019-02-12,230.0,230.0,229.0,230.0,212.3995819091797,29406670
2019-02-13,232.0,232.0,228.5,229.0,211.47610473632812,28634925
2019-02-14,229.5,230.0,226.0,227.0,209.62916564941406,23647751
2019-02-15,229.0,229.0,226.5,227.0,209.62916564941406,22369799
2019-02-18,229.0,230.5,228.5,230.0,212.3995819091797,16978916
2019-02-19,230.0,230.5,229.0,229.0,211.47610473632812,16577023
2019-02-20,231.5,234.5,231.0,234.5,216.5552215576172,30479710
2019-02-21,235.5,236.5,234.5,236.5,218.40219116210938,33764489
2019-02-22,235.5,236.5,234.0,236.5,218.40219116210938,22032163
2019-02-25,237.5,239.0,236.0,238.0,219.78741455078125,24105138
2019-02-26,239.0,240.0,236.5,239.5,221.172607421875,24522789
2019-02-27,238.5,239.5,237.0,239.0,220.7108917236328,35240889
2019-03-04,239.5,239.5,234.5,235.5,217.47869873046875,39655513
2019-03-05,234.0,234.5,232.5,233.0,215.17002868652344,22641407
2019-03-06,235.0,235.5,233.5,234.0,216.09349060058594,20433226
2019-03-07,235.0,235.0,233.0,234.0,216.09349060058594,17126192
2019-03-08,231.0,231.5,229.0,230.0,212.3995819091797,22190659
2019-03-11,228.0,230.5,227.5,230.5,212.861328125,23200793
2019-03-12,233.0,237.0,232.5,235.5,217.47869873046875,23588085
2019-03-13,234.0,237.0,234.0,237.0,218.86392211914062,20500195
2019-03-14,239.0,239.0,234.0,234.5,216.5552215576172,17175356
2019-03-15,237.0,239.5,235.5,239.0,220.7108917236328,33649729
2019-03-18,239.5,241.0,239.0,241.0,222.55783081054688,26856532
2019-03-19,239.0,240.5,238.0,240.5,222.0960693359375,14479009
2019-03-20,242.0,242.0,239.5,242.0,223.48129272460938,22975971
2019-03-21,242.5,245.5,241.0,245.5,226.71347045898438,26179502
2019-03-22,248.0,248.5,244.5,248.5,229.48391723632812,22931467
2019-03-25,240.5,243.5,240.5,241.5,223.01954650878906,19211254
2019-03-26,243.0,244.0,241.0,244.0,225.32826232910156,19920170
2019-03-27,242.0,242.5,240.5,241.5,223.01954650878906,22590089
2019-03-28,240.5,242.5,240.0,242.0,223.48129272460938,13933054
2019-03-29,243.0,245.5,240.5,245.5,226.71347045898438,28220810
2019-04-01,251.0,251.0,245.0,245.5,226.71347045898438,35330656
2019-04-02,249.5,249.5,246.0,246.0,227.17520141601562,24105053
2019-04-03,249.0,249.0,246.5,246.5,227.63693237304688,24945323
2019-04-08,251.0,253.0,250.5,253.0,233.6395263671875,45184821
2019-04-09,253.0,254.0,252.0,254.0,234.56301879882812,22355674
2019-04-10,253.0,254.5,252.0,254.0,234.56301879882812,25849934
