"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2018/01/16","45.45","46.3","45.25","46.25","0.8500000000000014","1.87","386"
"2018/01/15","45.45","45.6","45.2","45.4","-0.05000000000000426","-0.11","227.209"
"2018/01/12","45.6","46.1","45.45","45.45","-0.14999999999999858","-0.33","311.205"
"2018/01/11","45.9","46.2","45.4","45.6","-0.8999999999999986","-1.94","310.568"
"2018/01/10","47.2","47.2","46.2","46.5","-0.8500000000000014","-1.80","359.401"
"2018/01/09","48.45","48.45","47.35","47.35","-0.6999999999999957","-1.46","243.106"
"2018/01/08","49.3","49.8","48.05","48.05","-0.5","-1.03","467.005"
"2018/01/05","49.45","49.45","48.5","48.55","-0.5500000000000043","-1.12","172.043"
"2018/01/04","49.45","49.75","48.95","49.1","0","0.00","294"
"2018/01/03","49.4","50","49.1","49.1","-0.29999999999999716","-0.61","274.073"
"2018/01/02","50","50","49.4","49.4","-0.20000000000000284","-0.40","183.021"
"2017/12/29","48.9","50","48.9","49.6","0.8000000000000043","1.64","229.031"
"2017/12/28","48.45","48.85","48.25","48.8","0.3499999999999943","0.72","217.353"
"2017/12/27","48.1","48.6","48.1","48.45","0","0.00","86"
"2017/12/26","48.6","48.6","48.1","48.45","-0.3499999999999943","-0.72","188.162"
"2017/12/25","48.35","48.85","48.3","48.8","0.09999999999999432","0.21","87.449"
"2017/12/22","48.85","48.85","48.2","48.7","0.10000000000000142","0.21","84"
"2017/12/21","48.9","48.9","48.35","48.6","0.05000000000000426","0.10","143.728"
"2017/12/20","48.3","49.4","48.3","48.55","0","0.00","80.053"
"2017/12/19","49","49.05","48.5","48.55","-0.45000000000000284","-0.92","129.053"
"2017/12/18","48.8","49.3","48.45","49","0.14999999999999858","0.31","125.004"
"2017/12/15","49","49.25","48.7","48.85","-0.6499999999999986","-1.31","74.165"
"2017/12/14","50.2","50.2","49","49.5","-0.5","-1.00","315.07"
"2017/12/13","50.4","50.4","49.3","50","-0.3999999999999986","-0.79","279.104"
"2017/12/12","50.7","50.8","49.85","50.4","-0.3999999999999986","-0.79","209.731"
"2017/12/11","48.75","50.9","48.55","50.8","2.049999999999997","4.21","345.143"
"2017/12/08","49.05","49.3","48.5","48.75","-0.25","-0.51","256.884"
"2017/12/07","49","49.7","48.6","49","0","0.00","162.436"
"2017/12/06","49","49.3","48.1","49","-0.25","-0.51","406.104"
"2017/12/05","48.75","50","48.1","49.25","-0.20000000000000284","-0.40","294.002"
"2017/12/04","49.1","49.8","48.85","49.45","0.3500000000000014","0.71","226.201"
"2017/12/01","50.2","50.3","49","49.1","-0.8500000000000014","-1.70","360.209"
"2017/11/30","50","50.3","49.1","49.95","-0.04999999999999716","-0.10","378.018"
"2017/11/29","50.5","51.1","50","50","-0.5","-0.99","503.001"
"2017/11/28","50.7","51.8","49.7","50.5","0","0.00","465.004"
"2017/11/27","53","53.3","49.95","50.5","-2.3999999999999986","-4.54","1286.186"
"2017/11/24","51.8","53.8","51.7","52.9","1.1000000000000014","2.12","1217.555"
"2017/11/23","51.5","51.8","50.8","51.8","0.29999999999999716","0.58","254.12"
"2017/11/22","51.3","52.8","51","51.5","0.20000000000000284","0.39","1071.14"
"2017/11/21","51.4","51.6","50.8","51.3","0.29999999999999716","0.59","303.045"
"2017/11/20","52.1","52.2","50.6","51","-1.2999999999999972","-2.49","623.05"
"2017/11/17","52.4","52.7","51.6","52.3","-0.20000000000000284","-0.38","823.636"
"2017/11/16","50.5","52.8","50","52.5","2","3.96","1805.429"
"2017/11/15","47.1","50.8","47.05","50.5","3.3999999999999986","7.22","1733.409"
"2017/11/14","47.9","47.9","46.3","47.1","-0.29999999999999716","-0.63","303.275"
"2017/11/13","47.5","47.9","47.2","47.4","-0.6000000000000014","-1.25","198.001"
"2017/11/10","47.55","48.25","46.6","48","0.45000000000000284","0.95","234.1"
"2017/11/09","47.5","48.35","46.55","47.55","0","0.00","437.001"
"2017/11/08","48.1","48.9","47.5","47.55","-0.45000000000000284","-0.94","488.308"
"2017/11/07","45.15","49.2","44.95","48","2","4.35","1494.1"
"2017/11/06","46.75","46.75","45.95","46","-0.7999999999999972","-1.71","715.001"
"2017/11/03","48.45","48.5","45.8","46.8","-2.4000000000000057","-4.88","2188.594"
"2017/11/02","50.1","50.1","48.85","49.2","-0.8999999999999986","-1.80","507.2"
"2017/11/01","49.35","50.6","49.3","50.1","0.9500000000000028","1.93","572.246"
"2017/10/31","49.9","49.9","48.4","49.15","-0.3500000000000014","-0.71","995.177"
"2017/10/30","51.1","51.5","48.75","49.5","-1.2000000000000028","-2.37","1359.211"
"2017/10/27","52.3","52.6","50.6","50.7","-1.5","-2.87","713"
"2017/10/26","52","52.2","51.8","52.2","0.10000000000000142","0.19","170.722"
"2017/10/25","52.6","52.8","52.1","52.1","-0.10000000000000142","-0.19","246"
"2017/10/24","52.9","53.1","52.1","52.2","-0.5999999999999943","-1.14","330"
"2017/10/23","52.2","53.5","52.2","52.8","0.29999999999999716","0.57","181.05"
"2017/10/20","52.7","53.1","52.2","52.5","-0.20000000000000284","-0.38","239.418"
"2017/10/19","52.9","53.1","52.6","52.7","0.30000000000000426","0.57","257.314"
"2017/10/18","53.2","53.4","52.3","52.4","-0.8000000000000043","-1.50","266.209"
"2017/10/17","53.9","54","53","53.2","-0.8999999999999986","-1.66","362"
"2017/10/16","54.7","55.3","53.8","54.1","-0.10000000000000142","-0.18","293.104"
"2017/10/13","53.8","55","52.8","54.2","0.4000000000000057","0.74","739.052"
"2017/10/12","51","53.9","50.9","53.8","2.799999999999997","5.49","916.63"
"2017/10/11","52","52.3","50.7","51","-1","-1.92","518.21"
"2017/10/06","52.6","52.8","51.9","52","-0.6000000000000014","-1.14","361.8"
"2017/10/05","52.5","53.2","51.7","52.6","0.5","0.96","598"
"2017/10/03","52.6","53.2","51.7","52.1","-0.5","-0.95","527.05"
"2017/10/02","51.9","53.9","51.7","52.6","0.20000000000000284","0.38","1010.017"
"2017/09/30","52.7","53.2","51.8","52.4","-0.20000000000000284","-0.38","458.2"
"2017/09/29","53.6","54","50.6","52.6","-2","-3.66","1698.154"
"2017/09/28","56.4","56.4","54.6","54.6","-1.8999999999999986","-3.36","756.001"
"2017/09/27","56.5","56.7","56","56.5","0","0.00","500.012"
"2017/09/26","57.6","58","56.5","56.5","-1.2999999999999972","-2.25","375.428"
"2017/09/25","58.5","58.6","56.9","57.8","-0.7000000000000028","-1.20","470.173"
"2017/09/22","58.4","58.8","58","58.5","0.10000000000000142","0.17","298.73"
"2017/09/21","58","58.5","58","58.4","0.6000000000000014","1.04","221.821"
"2017/09/20","58.3","58.9","57.8","57.8","-0.5","-0.86","354.012"
"2017/09/19","59.6","59.6","58.3","58.3","-0.9000000000000057","-1.52","195.7"
"2017/09/18","58.1","59.8","58.1","59.2","1.1000000000000014","1.89","592.209"
"2017/09/15","58.3","58.5","58","58.1","-0.19999999999999574","-0.34","263.137"
"2017/09/14","58.3","58.6","57.5","58.3","0","0.00","823.002"
"2017/09/13","59","59.3","58.3","58.3","-0.7000000000000028","-1.19","316.021"
"2017/09/12","58.8","59.9","58.8","59","0.20000000000000284","0.34","389.221"
"2017/09/11","59.7","59.7","58.6","58.8","-0.9000000000000057","-1.51","356.001"
"2017/09/08","59.4","59.8","59.3","59.7","0.6000000000000014","1.02","316.297"
"2017/09/07","60.5","60.7","59.1","59.1","-1.1999999999999957","-1.99","420"
"2017/09/06","59.4","60.5","59.3","60.3","0.29999999999999716","0.50","697.003"
"2017/09/05","61.5","61.5","59.4","60","-1.3999999999999986","-2.28","1413.022"
"2017/09/04","61.8","62.7","61.4","61.4","-1","-1.60","603.104"
"2017/09/01","62.7","62.7","61.8","62.4","-0.10000000000000142","-0.16","369.373"
"2017/08/31","60.9","62.8","60.4","62.5","1.7999999999999972","2.97","857.33"
"2017/08/30","61","61.1","60","60.7","0.20000000000000284","0.33","537.216"
"2017/08/29","61.3","61.7","60.3","60.5","0","0.00","312.882"
"2017/08/28","61","61.8","60.4","60.5","-0.5","-0.82","603.757"
"2017/08/25","61.8","61.8","60.8","61","-0.7000000000000028","-1.13","672.015"
"2017/08/24","63","63.3","61.6","61.7","-1","-1.59","854.106"
"2017/08/23","60.6","63.9","60.3","62.7","2.700000000000003","4.50","1894.433"
"2017/08/22","60.5","61.3","59.9","60","-0.7000000000000028","-1.15","471.3"
"2017/08/21","61","61.9","60.4","60.7","-0.09999999999999432","-0.16","265.18"
"2017/08/18","59.7","61.1","59.7","60.8","0.29999999999999716","0.50","495.1"
"2017/08/17","59","60.6","58.4","60.5","2.200000000000003","3.77","729.102"
"2017/08/16","57.6","59.1","57.5","58.3","0.7999999999999972","1.39","552"
"2017/08/15","57.2","58.1","56.9","57.5","0.6000000000000014","1.05","693.204"
"2017/08/14","59","59.3","56.9","56.9","-2.3000000000000043","-3.89","539"
"2017/08/11","57.6","59.5","57.6","59.2","0.4000000000000057","0.68","329.28"
"2017/08/10","60.6","60.6","58.7","58.8","-1.9000000000000057","-3.13","679.061"
"2017/08/09","61.6","61.9","60.6","60.7","-0.7999999999999972","-1.30","413.13"
"2017/08/08","62.1","62.6","60.3","61.5","-0.3999999999999986","-0.65","672.001"
"2017/08/07","60.2","62.4","60.2","61.9","2","3.34","1317.4"
"2017/08/04","59.5","60.3","59","59.9","1.3999999999999986","2.39","746.14"
"2017/08/03","58.5","59.1","58.2","58.5","-0.20000000000000284","-0.34","494.02"
"2017/08/02","59.5","59.6","58.6","58.7","-0.3999999999999986","-0.68","363.21"
"2017/08/01","58.1","59.7","58.1","59.1","0.6000000000000014","1.03","617.701"
"2017/07/31","60.5","60.5","58.3","58.5","-2","-3.31","1298.741"
"2017/07/28","60.9","61.1","60.3","60.5","-0.6000000000000014","-0.98","419.215"
"2017/07/27","61.9","61.9","61.1","61.1","-0.6999999999999957","-1.13","330.111"
"2017/07/26","62.3","62.6","61.3","61.8","-0.4000000000000057","-0.64","466.524"
"2017/07/25","62","62.8","61.7","62.2","0.30000000000000426","0.48","299.1"
"2017/07/24","62.9","62.9","61.9","61.9","-0.7000000000000028","-1.12","363.04"
"2017/07/21","62.4","62.8","61.8","62.6","0.10000000000000142","0.16","531.12"
"2017/07/20","60.5","63.7","60.5","62.5","2","3.31","1892.114"
"2017/07/19","61.1","61.4","60.4","60.5","-0.7999999999999972","-1.31","572.691"
"2017/07/18","61.1","61.3","60.5","61.3","0.09999999999999432","0.16","308.112"
"2017/07/17","61.6","61.6","60.6","61.2","-0.3999999999999986","-0.65","390.554"
"2017/07/14","61","61.8","61","61.6","0.20000000000000284","0.33","338.2"
"2017/07/13","61.6","61.8","61.2","61.4","-0.20000000000000284","-0.32","388.005"
"2017/07/12","61.8","62","60.8","61.6","-0.19999999999999574","-0.32","470.241"
"2017/07/11","61.7","62.2","61.1","61.8","0.09999999999999432","0.16","480"
"2017/07/10","62.2","63","61.7","61.7","-0.29999999999999716","-0.48","533.045"
"2017/07/07","62","62.1","61.5","62","-0.20000000000000284","-0.32","304.046"
"2017/07/06","61.5","62.3","61.1","62.2","0.7000000000000028","1.14","556.401"
"2017/07/05","61.5","61.5","60.2","61.5","-0.20000000000000284","-0.32","692.02"
"2017/07/04","61","62.2","60.8","61.7","0.7000000000000028","1.15","616.106"
"2017/07/03","62.3","62.3","60.8","61","-1","-1.61","773.122"
"2017/06/30","62.5","63","60.8","62","-1.2000000000000028","-1.90","1293.235"
"2017/06/29","63.9","64.5","63.2","63.2","-0.29999999999999716","-0.47","740.58"
"2017/06/28","64.9","65","63.3","63.5","-1.7999999999999972","-2.76","1288.499"
"2017/06/27","66","66.8","65.1","65.3","-4.6000000000000085","-6.58","2369"
"2017/06/26","69","70.1","68.9","69.9","0.9000000000000057","1.30","3366.909"
"2017/06/23","69.9","70","68.5","69","-0.9000000000000057","-1.29","1660.256"
"2017/06/22","68.5","70","68.5","69.9","1.7000000000000028","2.49","2287.312"
"2017/06/21","67.8","68.3","67.8","68.2","0.5","0.74","422.137"
"2017/06/20","68.8","68.8","67.7","67.7","-0.5999999999999943","-0.88","612.251"
"2017/06/19","67.7","68.7","67.6","68.3","0.5999999999999943","0.89","670.157"
"2017/06/16","68.1","68.3","67.7","67.7","0.20000000000000284","0.30","340.016"
"2017/06/15","67.4","68","67.2","67.5","-0.09999999999999432","-0.15","421.014"
"2017/06/14","68.7","69.1","67.3","67.6","-1.1000000000000085","-1.60","686.517"
"2017/06/13","68.7","69.3","68.1","68.7","0","0.00","512.051"
"2017/06/12","67.3","69.1","67.3","68.7","0.7999999999999972","1.18","837.165"
"2017/06/09","68.3","68.9","67.8","67.9","-0.3999999999999915","-0.59","665.48"
"2017/06/08","68.5","68.8","67.4","68.3","-0.20000000000000284","-0.29","1115.002"
"2017/06/07","69.3","69.7","68.3","68.5","-1","-1.44","863.1"
"2017/06/06","69.9","70.4","69.2","69.5","-0.20000000000000284","-0.29","1151.202"
"2017/06/05","68.7","70","68.7","69.7","0.6000000000000085","0.87","1549.901"
"2017/06/03","69.4","69.9","68.5","69.1","-2.200000000000003","-3.09","2689.547"
"2017/06/02","72.5","72.7","71","71.3","-0.7000000000000028","-0.97","1634.606"
"2017/06/01","71.3","72.5","71.1","72","1.4000000000000057","1.98","5402.937"
"2017/05/31","69.1","70.9","68.6","70.6","2","2.92","2955.504"
"2017/05/26","69.6","69.6","68.5","68.6","-0.8000000000000114","-1.15","622.772"
"2017/05/25","70.3","70.5","69","69.4","-0.3999999999999915","-0.57","1218.919"
"2017/05/24","67.2","70.4","67","69.8","3.200000000000003","4.80","2377.591"
"2017/05/23","67","67.2","66.6","66.6","-0.5","-0.75","463.001"
"2017/05/22","67.6","67.7","67","67.1","-0.4000000000000057","-0.59","491.801"
"2017/05/19","68.4","68.4","67.4","67.5","-0.5","-0.74","409.1"
"2017/05/18","66","68.4","66","68","0.20000000000000284","0.29","1013.24"
"2017/05/17","68.4","69","67.8","67.8","-0.5","-0.73","512.002"
"2017/05/16","68.4","69.9","68.3","68.3","-0.4000000000000057","-0.58","986.372"
"2017/05/15","68","69.7","67.1","68.7","1.1000000000000085","1.63","1170.152"
"2017/05/12","67","67.6","66.3","67.6","1","1.50","804.434"
"2017/05/11","67.6","67.9","66.6","66.6","-0.7000000000000028","-1.04","818.031"
"2017/05/10","66.1","67.3","66","67.3","1.5","2.28","909.001"
"2017/05/09","68.5","68.9","65.6","65.8","-2.200000000000003","-3.24","1648.316"
"2017/05/08","68.5","69.2","68","68","0","0.00","763"
"2017/05/05","70","70","68","68","-1.2999999999999972","-1.88","1268.353"
"2017/05/04","69.5","71.2","68.7","69.3","1.5","2.21","2515.314"
"2017/05/03","70.4","70.4","67.8","67.8","-2.1000000000000085","-3.00","1617.772"
"2017/05/02","71.3","71.3","69.5","69.9","-0.5999999999999943","-0.85","1706.993"
"2017/04/28","71.7","72.7","70.5","70.5","-1.5","-2.08","2551.85"
"2017/04/27","73.2","73.8","72","72","-0.5","-0.69","2771.738"
"2017/04/26","69.8","75.5","69.3","72.5","3.299999999999997","4.77","10034.601"
"2017/04/25","68.6","69.5","67.6","69.2","1.2000000000000028","1.76","1131.851"
"2017/04/24","70.3","70.4","68","68","-1.2000000000000028","-1.73","1038.752"
"2017/04/21","69.1","69.3","67.2","69.2","1.2000000000000028","1.76","1348.075"
"2017/04/20","68.4","70","68","68","-1.4000000000000057","-2.02","1253.262"
"2017/04/19","70","70.7","68.3","69.4","-1.3999999999999915","-1.98","2028.117"
"2017/04/18","71.2","71.4","69.5","70.8","0.5999999999999943","0.85","3016.14"
"2017/04/17","68.2","70.4","66.5","70.2","3.200000000000003","4.78","3267.194"
"2017/04/14","68.6","68.9","65.5","67","-1.9000000000000057","-2.76","2955.343"
"2017/04/13","70.3","71.8","68.9","68.9","-1.3999999999999915","-1.99","2777.383"
"2017/04/12","70","70.8","68.2","70.3","0.5999999999999943","0.86","2907.678"
"2017/04/11","70.2","72.6","69.6","69.7","0.29999999999999716","0.43","6973.896"
"2017/04/10","70.3","70.4","68.6","69.4","0","0.00","2629.222"
"2017/04/07","69.9","70.4","66.3","69.4","1.2000000000000028","1.76","6184.68"
"2017/04/06","69.8","71.3","68.2","68.2","-0.3999999999999915","-0.58","9180.68"
"2017/04/05","63.8","68.6","63.5","68.6","6.199999999999996","9.94","6329.128"
"2017/03/31","63","63","61.3","62.4","0.5","0.81","3727.156"
"2017/03/30","59.5","61.9","59.3","61.9","2.6000000000000014","4.38","3853.674"
"2017/03/29","60.4","60.4","58.6","59.3","0","0.00","1239.88"
"2017/03/28","60.2","61","57.8","59.3","0","0.00","2216"
"2017/03/27","58.6","60.5","58.6","59.3","0.3999999999999986","0.68","2125.294"
"2017/03/24","59.6","59.6","58.7","58.9","-0.20000000000000284","-0.34","904.142"
"2017/03/23","58.3","59.3","58","59.1","1.3000000000000043","2.25","2026.468"
"2017/03/22","57.2","58","56.8","57.8","0.29999999999999716","0.52","637.204"
"2017/03/21","58.1","58.4","57.5","57.5","-0.5","-0.86","530.3"
"2017/03/20","58.8","58.8","57.6","58","-0.20000000000000284","-0.34","737.297"
"2017/03/17","58","58.9","57.9","58.2","1.2000000000000028","2.11","1965.704"
"2017/03/16","57.3","57.7","56.7","57","0.20000000000000284","0.35","434.053"
"2017/03/15","56.2","57.4","56.1","56.8","0.8999999999999986","1.61","682.522"
"2017/03/14","56.5","56.5","55.8","55.9","-0.10000000000000142","-0.18","348.054"
"2017/03/13","56","56.5","55.7","56","0","0.00","394.401"
"2017/03/10","55.1","56","54.8","56","0.7999999999999972","1.45","516.104"
"2017/03/09","55.8","56.1","55","55.2","-1","-1.78","1010"
"2017/03/08","56.8","57.1","56.2","56.2","-0.3999999999999986","-0.71","448.146"
"2017/03/07","56.3","57","56.3","56.6","0","0.00","503.236"
"2017/03/06","57.7","57.7","56.2","56.6","-1.1000000000000014","-1.91","904.259"
"2017/03/03","58","58.1","57.1","57.7","-0.8999999999999986","-1.54","1170.084"
"2017/03/02","59.1","59.5","58.5","58.6","0.10000000000000142","0.17","449.011"
"2017/03/01","58.8","59.4","58.5","58.5","0","0.00","445.066"
"2017/02/24","58.4","59","58.1","58.5","0.10000000000000142","0.17","267.991"
"2017/02/23","59.2","59.4","58.4","58.4","-0.6000000000000014","-1.02","542.182"
"2017/02/22","58.9","59.5","58.4","59","0.3999999999999986","0.68","566.834"
"2017/02/21","60","60.2","58.2","58.6","-1.1999999999999957","-2.01","1045.04"
"2017/02/20","61.3","61.3","59.8","59.8","-1.2000000000000028","-1.97","1089.229"
"2017/02/18","60","61.7","60","61","1.1000000000000014","1.84","2281.401"
"2017/02/17","59","60.7","58.5","59.9","1.2999999999999972","2.22","1989.544"
"2017/02/16","59.8","59.8","58.4","58.6","-0.19999999999999574","-0.34","954.022"
"2017/02/15","58.9","59.6","58.7","58.8","0.19999999999999574","0.34","706.218"
"2017/02/14","59.6","60.1","58.6","58.6","-0.8999999999999986","-1.51","1127.927"
"2017/02/13","58.9","59.7","57.9","59.5","0.8999999999999986","1.54","1154.04"
"2017/02/10","59.3","59.9","58.6","58.6","-0.6000000000000014","-1.01","869.517"
"2017/02/09","59.8","59.8","58.9","59.2","-0.5999999999999943","-1.00","918.766"
"2017/02/08","59.5","60.3","58.8","59.8","0.19999999999999574","0.34","2205.604"
"2017/02/07","57","60.5","56.8","59.6","2.6000000000000014","4.56","4468.44"
"2017/02/06","56.2","57.5","55.6","57","-1.2000000000000028","-2.06","2123.163"
"2017/02/03","59.1","59.6","58","58.2","-1.2999999999999972","-2.18","2085.011"
"2017/02/02","61.1","61.9","59.5","59.5","-0.7999999999999972","-1.33","2573.533"
"2017/01/24","60.3","60.8","59.2","60.3","0.5999999999999943","1.01","2661.799"
"2017/01/23","58.9","60.5","58.1","59.7","1.1000000000000014","1.88","2828.51"
"2017/01/20","56.9","59.3","56.9","58.6","2","3.53","2869.608"
"2017/01/19","57.1","57.1","56","56.6","-0.3999999999999986","-0.70","592.174"
"2017/01/18","56.6","57.5","56.3","57","0.7999999999999972","1.42","881.327"
"2017/01/17","56","56.5","55.9","56.2","0.30000000000000426","0.54","465.375"
"2017/01/16","57.7","57.7","55.9","55.9","-1.8000000000000043","-3.12","1123.05"
"2017/01/13","57.8","58.8","57.5","57.7","0","0.00","1006.17"
"2017/01/12","57.9","59.4","57.6","57.7","0.30000000000000426","0.52","2259.148"
"2017/01/11","58.5","58.5","57.4","57.4","-0.6000000000000014","-1.03","900.007"
"2017/01/10","58.8","58.9","57.7","58","-0.29999999999999716","-0.51","952.252"
"2017/01/09","59.4","59.9","57.5","58.3","-1","-1.69","2088.211"
"2017/01/06","62.5","62.5","58.8","59.3","1","1.72","7990.405"
"2017/01/05","58.5","58.5","57.2","58.3","-0.20000000000000284","-0.34","1738.012"
"2017/01/04","57","59.4","56.7","58.5","1.8999999999999986","3.36","5014.723"
"2017/01/03","57.2","57.2","56.2","56.6","0.20000000000000284","0.35","930.2"
"2016/12/30","55.6","56.7","55.3","56.4","0.6999999999999957","1.26","1472.052"
"2016/12/29","54.2","56.2","54.2","55.7","1.2000000000000028","2.20","1512.418"
"2016/12/28","53.9","54.5","53.6","54.5","1.1000000000000014","2.06","756.317"
"2016/12/27","54.2","54.2","53.4","53.4","-0.8000000000000043","-1.48","413.005"
"2016/12/26","54.1","54.3","53.6","54.2","0.5","0.93","373.201"
"2016/12/23","54.1","54.6","53.7","53.7","-0.3999999999999986","-0.74","524.051"
"2016/12/22","54.5","54.7","54","54.1","-0.6000000000000014","-1.10","661.22"
"2016/12/21","55.2","55.7","54.6","54.7","-0.3999999999999986","-0.73","467.004"
"2016/12/20","55.6","56.1","55","55.1","-0.5","-0.90","568.041"
"2016/12/19","56.2","56.7","55.5","55.6","-0.8999999999999986","-1.59","843.002"
"2016/12/16","56.6","58.2","56.5","56.5","0.7000000000000028","1.25","3403.004"
"2016/12/15","55","55.9","54.8","55.8","1","1.82","1253"
"2016/12/14","55.7","55.9","54.6","54.8","-0.8000000000000043","-1.44","949.898"
"2016/12/13","55.1","56","54.5","55.6","0.6000000000000014","1.09","1363.323"
"2016/12/12","57.1","57.1","54","55","-1.6000000000000014","-2.83","2743.308"
"2016/12/09","56.9","57.8","56.5","56.6","0.20000000000000284","0.35","1684.343"
"2016/12/08","57","57.2","56.2","56.4","0","0.00","1531.17"
"2016/12/07","58","58.1","56.1","56.4","-1.1000000000000014","-1.91","1764"
"2016/12/06","58.2","58.6","57.3","57.5","0","0.00","2071.01"
"2016/12/05","57.3","58.3","57.2","57.5","-0.6000000000000014","-1.03","2401.087"
"2016/12/02","56.7","58.1","55.6","58.1","1.6000000000000014","2.83","4034.936"
"2016/12/01","56.3","56.8","55.8","56.5","-0.6000000000000014","-1.05","2562.2"
"2016/11/30","54.3","58.3","54.3","57.1","3.200000000000003","5.94","6573.75"
"2016/11/29","53.7","54.3","53.6","53.9","0.19999999999999574","0.37","1004.052"
"2016/11/28","54.3","54.4","53.5","53.7","-0.3999999999999986","-0.74","1348.532"
"2016/11/25","55.2","55.3","53.3","54.1","-0.5","-0.92","2294.3"
"2016/11/24","54.2","55.5","54","54.6","0.7000000000000028","1.30","4010.251"
"2016/11/23","54","54.4","52.9","53.9","-0.10000000000000142","-0.19","4354.863"
"2016/11/22","53.4","54.7","53.3","54","1.3999999999999986","2.66","5252.5"
"2016/11/21","52","53.1","50.9","52.6","1","1.94","4107.526"
"2016/11/18","51","52.5","50.3","51.6","1.3999999999999986","2.79","10019.554"
"2016/11/17","46.85","50.2","46.5","50.2","4.5","9.85","4147.267"
"2016/11/16","44.9","45.9","44.7","45.7","1.6500000000000057","3.75","1075.027"
"2016/11/15","44.05","44.7","43.95","44.05","-0.10000000000000142","-0.23","340.003"
"2016/11/14","43.65","44.5","43.65","44.15","-0.25","-0.56","423.01"
"2016/11/11","44.6","45.2","43.8","44.4","-1.0500000000000043","-2.31","564.002"
"2016/11/10","45.1","45.45","44.65","45.45","1.8500000000000014","4.24","768.221"
"2016/11/09","46.75","47.4","43.6","43.6","-3.1000000000000014","-6.64","1489.209"
"2016/11/08","47.6","47.6","46.35","46.7","-0.6999999999999957","-1.48","761.956"
"2016/11/07","47.6","47.7","47.2","47.4","0.19999999999999574","0.42","825.009"
"2016/11/04","47.35","47.8","46.85","47.2","0","0.00","1220.1"
"2016/11/03","46.65","47.45","46.3","47.2","1.4000000000000057","3.06","2199.053"
"2016/11/02","46.6","46.6","45.6","45.8","-1","-2.14","746.08"
"2016/11/01","46.7","47.75","46.7","46.8","0.19999999999999574","0.43","1262.784"
"2016/10/31","47.1","47.1","45.8","46.6","-0.10000000000000142","-0.21","824.357"
"2016/10/28","46.9","47.65","46.3","46.7","0.4000000000000057","0.86","2050.2"
"2016/10/27","44.7","46.7","44.6","46.3","1.8499999999999943","4.16","2111"
"2016/10/26","44.55","44.75","44.3","44.45","0.10000000000000142","0.23","220"
"2016/10/25","44.4","44.95","44.2","44.35","0.45000000000000284","1.03","565.204"
"2016/10/24","44.45","44.5","43.85","43.9","-0.3500000000000014","-0.79","251.002"
"2016/10/21","44","44.75","44","44.25","0.3500000000000014","0.80","389.375"
"2016/10/20","44","44.15","43.5","43.9","0.19999999999999574","0.46","456.311"
"2016/10/19","43.7","44.8","43.7","43.7","0.5","1.16","1145.001"
"2016/10/18","43.9","44.1","43.2","43.2","-0.6999999999999957","-1.59","518.1"
"2016/10/17","43.25","43.9","41.5","43.9","0.5499999999999972","1.27","1387.532"
"2016/10/14","44.9","44.9","43.2","43.35","-1.3500000000000014","-3.02","1350.816"
"2016/10/13","45","45.1","44.55","44.7","-0.6999999999999957","-1.54","506.67"
"2016/10/12","43.05","45.9","43.05","45.4","1.6000000000000014","3.65","1280.204"
"2016/10/11","46.3","46.35","43.2","43.8","-2.4000000000000057","-5.19","1467.86"
"2016/10/07","46.8","46.95","46","46.2","-0.5999999999999943","-1.28","442.05"
"2016/10/06","46","47.05","45.9","46.8","0.6499999999999986","1.41","582.1"
"2016/10/05","46.2","46.85","45.35","46.15","-1.3500000000000014","-2.84","1116.401"
"2016/10/04","48","48","47.2","47.5","-0.5","-1.04","485.211"
"2016/10/03","47.3","48.6","47.1","48","1","2.13","867.033"
"2016/09/30","47","47","46.25","47","-0.20000000000000284","-0.42","632.972"
"2016/09/29","47.9","48.2","47.15","47.2","-0.44999999999999574","-0.94","519.145"
"2016/09/26","46.5","48","46.5","47.65","0.3999999999999986","0.85","675.601"
"2016/09/23","47.75","47.75","46.3","47.25","-0.5499999999999972","-1.15","997.357"
"2016/09/22","48.5","48.6","47.35","47.8","-0.5","-1.04","928.86"
"2016/09/21","46.85","48.9","46.8","48.3","1.4499999999999957","3.09","1056.57"
"2016/09/20","47.1","47.15","46.1","46.85","0.20000000000000284","0.43","825.684"
"2016/09/19","45.25","47.35","44.4","46.65","2.75","6.26","2465.15"
"2016/09/14","45.35","45.35","42.15","43.9","-1.6000000000000014","-3.52","4635.205"
"2016/09/13","49.5","49.65","45.1","45.5","-3.799999999999997","-7.71","2614.55"
"2016/09/12","49.5","50","49.2","49.3","0","0.00","472"
"2016/09/10","48.5","49.3","48.05","49.3","-0.05000000000000426","-0.10","525.701"
"2016/09/09","49.7","49.8","49","49.35","-0.9499999999999957","-1.89","916.7"
"2016/09/08","50.9","51.3","50.3","50.3","-0.5","-0.98","805.703"
"2016/09/07","48.5","51.2","48.5","50.8","1.5999999999999943","3.25","1993.635"
"2016/09/06","49.8","49.95","49.1","49.2","-0.5999999999999943","-1.20","1050.8"
"2016/09/05","48.9","50","48.5","49.8","0.6499999999999986","1.32","1976.578"
"2016/09/02","54.3","54.4","49.15","49.15","-5.450000000000003","-9.98","4577.6"
"2016/09/01","55.5","55.6","54.6","54.6","-0.8999999999999986","-1.62","610.001"
