"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2020/07/23","26.2","26.55","26.1","26.25","0.10000000000000142","0.38","102"
"2020/07/22","26","26.2","26","26.15","0.14999999999999858","0.58","128"
"2020/07/21","26.05","26.3","25.95","26","-0.05000000000000071","-0.19","153"
"2020/07/20","26.05","26.2","25.9","26.05","-0.1999999999999993","-0.76","130"
"2020/07/17","26.6","26.6","26.1","26.25","-0.05000000000000071","-0.19","112"
"2020/07/16","26.25","26.5","26.2","26.3","0.15000000000000213","0.57","104"
"2020/07/15","26.3","26.6","26.15","26.15","0.04999999999999716","0.19","273"
"2020/07/14","26.45","26.5","26.1","26.1","-0.34999999999999787","-1.32","162"
"2020/07/13","26.35","26.55","26.3","26.45","0.1999999999999993","0.76","247"
"2020/07/10","26.75","26.75","26.25","26.25","-0.5","-1.87","323"
"2020/07/09","27","27.15","26.6","26.75","-0.25","-0.93","340"
"2020/07/08","26.5","27","26.5","27","0.4499999999999993","1.69","240"
"2020/07/07","27.05","27.05","26.45","26.55","-0.34999999999999787","-1.30","276"
"2020/07/06","26.95","27.25","26.85","26.9","0.25","0.94","450"
"2020/07/03","26.4","27.4","26.4","26.65","0.29999999999999716","1.14","660"
"2020/07/02","26","26.4","26","26.35","0.25","0.96","163"
"2020/07/01","26.2","26.2","26","26.1","-0.04999999999999716","-0.19","257"
"2020/06/30","25.85","26.3","25.8","26.15","-1","-3.68","559"
"2020/06/29","27.1","27.3","26.95","27.15","-0.20000000000000284","-0.73","609"
"2020/06/24","27.55","27.6","27.3","27.35","-0.1999999999999993","-0.73","406"
"2020/06/23","28.2","28.25","27.05","27.55","-0.4499999999999993","-1.61","485"
"2020/06/22","27.25","29.1","27.25","28","0.8500000000000014","3.13","1472"
"2020/06/19","26.55","27.25","26.55","27.15","0.6499999999999986","2.45","533"
"2020/06/18","26.45","26.75","26.3","26.5","0.05000000000000071","0.19","176"
"2020/06/17","26.15","26.45","26.1","26.45","0.3000000000000007","1.15","132"
"2020/06/16","26.2","26.65","26.1","26.15","0.09999999999999787","0.38","293"
"2020/06/15","25.7","26.55","25.55","26.05","0.5500000000000007","2.16","211"
"2020/06/12","25.15","25.75","25.15","25.5","-0.5500000000000007","-2.11","328"
"2020/06/11","26.8","26.85","26","26.05","-0.8499999999999979","-3.16","302"
"2020/06/10","26.8","26.95","26.8","26.9","0","0.00","140"
"2020/06/09","26.8","27.15","26.75","26.9","0.09999999999999787","0.37","266"
"2020/06/08","26.75","26.9","26.35","26.8","0.15000000000000213","0.56","303"
"2020/06/05","26.7","26.9","26.5","26.65","0","0.00","184"
"2020/06/04","27","27","26.55","26.65","-0.25","-0.93","276"
"2020/06/03","27","27.05","26.5","26.9","0","0.00","781"
"2020/06/02","25.8","27.2","25.8","26.9","1.1499999999999986","4.47","859"
"2020/06/01","25.6","26.15","25.55","25.75","0.25","0.98","159"
"2020/05/29","25.55","25.6","25.5","25.5","-0.05000000000000071","-0.20","50"
"2020/05/28","25.75","25.85","25.5","25.55","-0.09999999999999787","-0.39","184"
"2020/05/27","25.25","25.7","25.25","25.65","0.3999999999999986","1.58","202"
"2020/05/26","25.25","25.5","25.25","25.25","0.05000000000000071","0.20","157"
"2020/05/25","24.95","25.3","24.5","25.2","0.25","1.00","174"
"2020/05/22","25.35","25.4","24.85","24.95","-0.5","-1.96","255"
"2020/05/21","25.25","25.5","25.25","25.45","0.25","0.99","125"
"2020/05/20","25.2","25.4","25.2","25.2","0","0.00","110"
"2020/05/19","26.05","26.1","24.9","25.2","0.3000000000000007","1.20","495"
"2020/05/18","25.4","25.4","24.9","24.9","-0.5","-1.97","203"
"2020/05/15","25.75","25.85","25.2","25.4","-0.20000000000000284","-0.78","214"
"2020/05/14","25.9","26","25.55","25.6","-0.6999999999999993","-2.66","282"
"2020/05/13","25.6","26.4","25.4","26.3","0.5500000000000007","2.14","294"
"2020/05/12","25.85","25.95","25.3","25.75","-0.14999999999999858","-0.58","216"
"2020/05/11","25.7","26.2","25.6","25.9","0.34999999999999787","1.37","314"
"2020/05/08","25.95","25.95","25.55","25.55","-0.25","-0.97","307"
"2020/05/07","25.45","25.8","25.3","25.8","0.6000000000000014","2.38","364"
"2020/05/06","25.35","25.9","25.2","25.2","0.14999999999999858","0.60","462"
"2020/05/05","24.85","25.4","24.8","25.05","0.25","1.01","177"
"2020/05/04","24.9","24.9","24.7","24.8","-0.3999999999999986","-1.59","194"
"2020/04/30","25.2","25.6","25.1","25.2","0.3000000000000007","1.20","323"
"2020/04/29","24.8","25.15","24.75","24.9","0.09999999999999787","0.40","224"
"2020/04/28","25.15","25.15","24.5","24.8","-0.34999999999999787","-1.39","352"
"2020/04/27","25.05","25.15","24.95","25.15","0.29999999999999716","1.21","235"
"2020/04/24","24.45","25.3","24.35","24.85","0.5","2.05","307"
"2020/04/23","24.55","24.55","23.95","24.35","0.45000000000000284","1.88","194"
"2020/04/22","23.95","24.2","23.3","23.9","-0.5","-2.05","365"
"2020/04/21","24.75","25.1","24.2","24.4","-0.10000000000000142","-0.41","368"
"2020/04/20","24.8","24.8","24.15","24.5","-0.14999999999999858","-0.61","236"
"2020/04/17","25.8","26","24.55","24.65","-0.6500000000000021","-2.57","744"
"2020/04/16","24.1","25.65","23.8","25.3","1.4000000000000021","5.86","595"
"2020/04/15","23.65","24.4","23.65","23.9","0.3999999999999986","1.70","529"
"2020/04/14","23.1","23.8","23.1","23.5","0.3000000000000007","1.29","292"
"2020/04/13","22.8","23.5","22.8","23.2","0.1999999999999993","0.87","247"
"2020/04/10","23.2","23.45","22.95","23","-0.1999999999999993","-0.86","159"
"2020/04/09","23.4","23.85","23.1","23.2","-0.15000000000000213","-0.64","486"
"2020/04/08","22.1","23.65","22.1","23.35","1.1000000000000014","4.94","561"
"2020/04/07","22.1","22.25","21.9","22.25","0.14999999999999858","0.68","635"
"2020/04/06","21.85","22.2","21.7","22.1","0.25","1.14","262"
"2020/04/01","21.8","22","21.8","21.85","0","0.00","117"
"2020/03/31","21.85","22.25","21.75","21.85","0.20000000000000284","0.92","251"
"2020/03/30","20.7","21.7","20.6","21.65","0.1999999999999993","0.93","206"
"2020/03/27","22.3","22.3","21.4","21.45","-0.4499999999999993","-2.05","396"
"2020/03/26","21.95","21.95","21.35","21.9","-0.10000000000000142","-0.45","350"
"2020/03/25","21.3","22.15","21.3","22","0.6499999999999986","3.04","681"
"2020/03/24","20.6","21.4","20.5","21.35","1.4500000000000028","7.29","716"
"2020/03/23","19","19.9","18.45","19.9","1.7999999999999972","9.94","859"
"2020/03/20","17.6","18.55","17.35","18.1","1.2000000000000028","7.10","423"
"2020/03/19","18.1","18.1","16.9","16.9","-1.8500000000000014","-9.87","607"
"2020/03/18","19.05","19.45","18.55","18.75","-0.1999999999999993","-1.06","453"
"2020/03/17","19.2","20","18.95","18.95","-2.1000000000000014","-9.98","1090"
"2020/03/16","23.8","23.8","21.05","21.05","-2.3000000000000007","-9.85","709"
"2020/03/13","23.05","23.95","22.8","23.35","-1.9499999999999993","-7.71","1006"
"2020/03/12","27.5","27.5","25.1","25.3","-2.1999999999999993","-8.00","566"
"2020/03/11","27.45","28.15","27.3","27.5","0.10000000000000142","0.36","186"
"2020/03/10","27.8","27.8","26.55","27.4","-0.15000000000000213","-0.54","361"
"2020/03/09","27.6","28","27.5","27.55","-0.5500000000000007","-1.96","244"
"2020/03/06","28.3","28.5","27.9","28.1","-0.14999999999999858","-0.53","203"
"2020/03/05","28.1","28.35","28.1","28.25","0.3500000000000014","1.25","282"
"2020/03/04","28.7","28.7","27.55","27.9","-1.6500000000000021","-5.58","1093"
"2020/03/03","29.5","29.9","29.45","29.55","0.3500000000000014","1.20","156"
"2020/03/02","29","29.25","28.8","29.2","-0.05000000000000071","-0.17","355"
"2020/02/27","29.75","29.8","29.2","29.25","-0.5","-1.68","227"
"2020/02/26","29.5","30.15","29.4","29.75","0.1999999999999993","0.68","174"
"2020/02/25","29.5","29.85","29.3","29.55","-0.3000000000000007","-1.01","216"
"2020/02/24","30.05","30.25","29.75","29.85","-0.5999999999999979","-1.97","186"
"2020/02/21","31.05","31.2","30.45","30.45","-0.40000000000000213","-1.30","238"
"2020/02/20","30.4","30.85","30.25","30.85","0.6000000000000014","1.98","262"
"2020/02/19","29.9","30.25","29.9","30.25","0.3500000000000014","1.17","256"
"2020/02/18","29.6","29.95","29.55","29.9","0.1999999999999993","0.67","138"
"2020/02/17","30.4","30.4","29.65","29.7","-0.6000000000000014","-1.98","310"
"2020/02/14","30.05","30.4","29.9","30.3","0.25","0.83","171"
"2020/02/13","30.6","30.6","29.85","30.05","-0.14999999999999858","-0.50","271"
"2020/02/12","30","30.3","29.9","30.2","0.14999999999999858","0.50","293"
"2020/02/11","30.4","30.4","29.9","30.05","0.6000000000000014","2.04","91"
"2020/02/10","29.55","29.75","29.2","29.45","-0.3000000000000007","-1.01","176"
"2020/02/07","30.3","30.4","29.65","29.75","-0.5","-1.65","230"
"2020/02/06","30.1","30.65","30.1","30.25","0.25","0.83","232"
"2020/02/05","30.3","30.5","29.6","30","-0.6499999999999986","-2.12","418"
"2020/02/04","29.15","30.8","29.15","30.65","1.3499999999999979","4.61","333"
"2020/02/03","29.5","29.55","28.4","29.3","-2.25","-7.13","951"
"2020/01/31","31.45","32","31","31.55","0.3500000000000014","1.12","352"
"2020/01/30","32.55","32.85","31.2","31.2","-3.4499999999999993","-9.96","995"
"2020/01/20","35.35","35.35","34.6","34.65","-0.45000000000000284","-1.28","408"
"2020/01/17","35.4","35.5","35","35.1","-0.04999999999999716","-0.14","423"
"2020/01/16","35.2","35.4","34.85","35.15","0.25","0.72","673"
"2020/01/15","35.1","35.55","34.85","34.9","0","0.00","1055"
"2020/01/14","34.65","35.1","34.65","34.9","0.14999999999999858","0.43","836"
"2020/01/13","34.75","35.75","34.7","34.75","2.25","6.92","3127"
"2020/01/10","32.9","32.9","32.3","32.5","-0.10000000000000142","-0.31","163"
"2020/01/09","32","32.8","32","32.6","0.75","2.35","200"
"2020/01/08","32.55","32.6","31.85","31.85","-0.8999999999999986","-2.75","365"
"2020/01/07","33.15","33.3","32.75","32.75","-0.25","-0.76","310"
"2020/01/06","33.05","33.3","33","33","-0.3500000000000014","-1.05","233"
"2020/01/03","33.9","33.9","33.3","33.35","-0.3999999999999986","-1.19","354"
"2020/01/02","33.8","33.9","33.55","33.75","0.14999999999999858","0.45","164"
"2019/12/31","33.7","33.9","33.6","33.6","-0.25","-0.74","232"
"2019/12/30","33.3","33.85","33.3","33.85","0.6499999999999986","1.96","454"
"2019/12/27","33.4","33.4","33.1","33.2","-0.09999999999999432","-0.30","304"
"2019/12/26","33.55","33.55","33.25","33.3","0.04999999999999716","0.15","311"
"2019/12/25","33.55","33.8","33.1","33.25","-0.29999999999999716","-0.89","358"
"2019/12/24","34.1","34.2","33.55","33.55","-0.5","-1.47","549"
"2019/12/23","34.15","34.6","34.05","34.05","-0.05000000000000426","-0.15","369"
"2019/12/20","34.2","34.2","33.5","34.1","-0.04999999999999716","-0.15","670"
"2019/12/19","34.5","34.5","34.05","34.15","-0.75","-2.15","907"
"2019/12/18","35.25","35.7","34.85","34.9","-0.10000000000000142","-0.29","1652"
"2019/12/17","34.6","35.35","34.4","35","0.9500000000000028","2.79","1548"
"2019/12/16","34.15","34.95","34","34.05","0.3999999999999986","1.19","1011"
"2019/12/13","34.9","35","33.55","33.65","-0.8999999999999986","-2.60","1072"
"2019/12/12","35","35.3","34.55","34.55","0.09999999999999432","0.29","956"
"2019/12/11","34.5","34.5","34.25","34.45","0.10000000000000142","0.29","564"
"2019/12/10","35.25","35.25","34.2","34.35","-0.5","-1.43","1101"
"2019/12/09","34.95","35.4","34.8","34.85","0.05000000000000426","0.14","873"
"2019/12/06","35.8","36.5","34.8","34.8","-0.7000000000000028","-1.97","3556"
"2019/12/05","35.1","35.5","34.2","35.5","0.7000000000000028","2.01","2256"
"2019/12/04","35.05","36.15","34.65","34.8","1.25","3.73","9464"
"2019/12/03","33.35","33.55","33.05","33.55","0.14999999999999858","0.45","214"
"2019/12/02","33.7","34.1","33.15","33.4","0.3999999999999986","1.21","853"
"2019/11/29","32.9","33.5","32.65","33","0.3500000000000014","1.07","431"
"2019/11/28","32.55","33.55","32.45","32.65","0.10000000000000142","0.31","671"
"2019/11/27","32.6","32.7","32.45","32.55","0","0.00","169"
"2019/11/26","32.85","32.85","32.5","32.55","-0.30000000000000426","-0.91","209"
"2019/11/25","33.25","33.3","32.6","32.85","-0.25","-0.76","329"
"2019/11/22","32.6","33.2","32.35","33.1","0.8000000000000043","2.48","350"
"2019/11/21","32.1","32.35","32","32.3","0.19999999999999574","0.62","99"
"2019/11/20","32.5","32.5","32.1","32.1","-0.29999999999999716","-0.93","170"
"2019/11/19","32.4","32.6","32.2","32.4","-0.20000000000000284","-0.61","118"
"2019/11/18","32.6","32.6","32.1","32.6","0.10000000000000142","0.31","268"
"2019/11/15","33.1","33.7","32.5","32.5","-0.5","-1.52","590"
"2019/11/14","32.05","33.05","31.8","33","1.3000000000000007","4.10","839"
"2019/11/13","31.9","32.35","31.6","31.7","-0.3000000000000007","-0.94","232"
"2019/11/12","32.35","32.6","32","32","-0.5","-1.54","334"
"2019/11/11","33","33.2","32.5","32.5","-0.20000000000000284","-0.61","416"
"2019/11/08","33","33","32.25","32.7","-0.3499999999999943","-1.06","590"
"2019/11/07","32.15","33.1","32.1","33.05","1.0499999999999972","3.28","1615"
"2019/11/06","32.5","32.65","31.7","32","-0.29999999999999716","-0.93","539"
"2019/11/05","33","33.2","32.2","32.3","1.0499999999999972","3.36","1436"
"2019/11/04","31.5","31.7","30.75","31.25","-0.05000000000000071","-0.16","410"
"2019/11/01","29.45","31.8","29.45","31.3","2.1999999999999993","7.56","1438"
"2019/10/31","29.45","29.6","29.1","29.1","-0.29999999999999716","-1.02","134"
"2019/10/30","29.6","29.8","29.4","29.4","-0.20000000000000284","-0.68","125"
"2019/10/29","29.95","29.95","29.6","29.6","-0.14999999999999858","-0.50","132"
"2019/10/28","29.4","29.75","29.35","29.75","0.3500000000000014","1.19","93"
"2019/10/25","30","30","29.3","29.4","-0.3000000000000007","-1.01","172"
"2019/10/24","29.8","29.9","29.55","29.7","0","0.00","141"
"2019/10/23","29.85","30","29.65","29.7","-0.10000000000000142","-0.34","76"
"2019/10/22","29.8","29.9","29.75","29.8","-0.09999999999999787","-0.33","86"
"2019/10/21","29.75","30","29.5","29.9","0.14999999999999858","0.50","79"
"2019/10/18","29.8","30","29.7","29.75","-0.05000000000000071","-0.17","49"
"2019/10/17","29.55","30","29.55","29.8","-0.14999999999999858","-0.50","53"
"2019/10/16","29.6","30.2","29.6","29.95","0.5500000000000007","1.87","180"
"2019/10/15","29.35","29.55","29.3","29.4","0.14999999999999858","0.51","104"
"2019/10/14","29.95","29.95","29.2","29.25","0.05000000000000071","0.17","140"
"2019/10/09","29.1","29.25","29","29.2","0.1999999999999993","0.69","114"
"2019/10/08","29.85","29.85","29","29","-0.8500000000000014","-2.85","416"
"2019/10/07","30.55","30.55","29.8","29.85","-0.6499999999999986","-2.13","358"
"2019/10/04","31.7","31.75","30.5","30.5","-1.1999999999999993","-3.79","380"
"2019/10/03","31.8","31.8","31.45","31.7","-0.6999999999999993","-2.16","219"
"2019/10/02","31.9","32.5","31.7","32.4","0.5","1.57","197"
"2019/10/01","31","32","31","31.9","1","3.24","249"
"2019/09/27","31.35","31.35","30.5","30.9","-0.45000000000000284","-1.44","197"
"2019/09/26","31.6","31.75","31.3","31.35","-0.1999999999999993","-0.63","151"
"2019/09/25","32.2","32.2","31.5","31.55","-0.25","-0.79","152"
"2019/09/24","32.1","32.4","31.8","31.8","-0.24999999999999645","-0.78","125"
"2019/09/23","31.8","32.45","31.8","32.05","0.29999999999999716","0.94","121"
"2019/09/20","31.35","32","31.35","31.75","-0.05000000000000071","-0.16","139"
"2019/09/19","32.1","32.3","31.7","31.8","-0.24999999999999645","-0.78","121"
"2019/09/18","31.9","32.3","31.9","32.05","0.29999999999999716","0.94","150"
"2019/09/17","31.5","32","31.45","31.75","0.25","0.79","156"
"2019/09/16","31.9","31.95","31.3","31.5","-0.3999999999999986","-1.25","145"
"2019/09/12","31.8","32.1","31.8","31.9","0","0.00","191"
"2019/09/11","31.95","32.2","31.7","31.9","0.25","0.79","216"
"2019/09/10","32.45","32.45","31.3","31.65","-0.75","-2.31","565"
"2019/09/09","33.7","34.1","32.3","32.4","-1.1000000000000014","-3.28","587"
"2019/09/06","33.9","33.9","33.25","33.5","-0.10000000000000142","-0.30","396"
"2019/09/05","34","34.25","33.5","33.6","-0.6999999999999957","-2.04","900"
"2019/09/04","34.6","36","33.75","34.3","0.5","1.48","4816"
"2019/09/03","33.4","34.25","33.05","33.8","0.6499999999999986","1.96","799"
"2019/09/02","33.2","33.2","32.55","33.15","0.19999999999999574","0.61","198"
"2019/08/30","33.6","33.6","32.95","32.95","-0.25","-0.75","431"
"2019/08/29","33.2","33.45","32.85","33.2","0.3500000000000014","1.07","318"
"2019/08/28","33.35","33.55","32.85","32.85","0","0.00","506"
"2019/08/27","32.45","33","32.05","32.85","0.8500000000000014","2.66","353"
"2019/08/26","32.3","32.4","31.75","32","-0.8999999999999986","-2.74","410"
"2019/08/23","33.25","33.4","32.75","32.9","0","0.00","325"
"2019/08/22","33.35","33.8","32.75","32.9","0","0.00","832"
"2019/08/21","33","33.4","32.6","32.9","-0.10000000000000142","-0.30","505"
"2019/08/20","34.2","34.3","32.8","33","-0.3999999999999986","-1.20","1663"
"2019/08/19","31.1","33.5","30.75","33.4","2.599999999999998","8.44","1945"
"2019/08/16","31.6","31.6","30.8","30.8","-0.1999999999999993","-0.65","386"
"2019/08/15","31.1","31.4","30.7","31","-1","-3.13","619"
"2019/08/14","32","32.6","31.6","32","0.4499999999999993","1.43","799"
"2019/08/13","32.6","32.75","31.55","31.55","-0.9499999999999993","-2.92","1111"
"2019/08/12","31.2","32.5","30.65","32.5","1.5","4.84","1049"
"2019/08/08","31.2","31.35","30.7","31","-0.3000000000000007","-0.96","717"
"2019/08/07","30.6","32.5","30.6","31.3","1.3000000000000007","4.33","2490"
"2019/08/06","29.7","30.25","29","30","0.1999999999999993","0.67","829"
"2019/08/05","28","30.35","28","29.8","1.75","6.24","1547"
"2019/08/02","28.3","28.3","27.55","28.05","-0.5500000000000007","-1.92","285"
"2019/08/01","28.55","29.05","28.55","28.6","-0.1999999999999993","-0.69","77"
"2019/07/31","28.5","28.95","28.5","28.8","0.15000000000000213","0.52","122"
"2019/07/30","29.5","29.5","28.2","28.65","-0.75","-2.55","256"
"2019/07/29","29","29.9","28.95","29.4","0.5","1.73","408"
"2019/07/26","29.2","29.3","28.9","28.9","-0.3500000000000014","-1.20","282"
"2019/07/25","29.95","29.95","29.2","29.25","-0.5","-1.68","392"
"2019/07/24","29.75","30.3","29.3","29.75","0.4499999999999993","1.54","1095"
"2019/07/23","29","29.35","28.7","29.3","0.40000000000000213","1.38","676"
"2019/07/22","29.1","29.5","28.6","28.9","-0.6500000000000021","-2.20","943"
"2019/07/19","27.25","29.9","27.25","29.55","2.3500000000000014","8.64","3137"
"2019/07/18","26.6","27.5","26.6","27.2","0.5999999999999979","2.26","198"
"2019/07/17","26.5","26.6","26.35","26.6","0.10000000000000142","0.38","46"
"2019/07/16","26.2","26.6","26.2","26.5","0.3000000000000007","1.15","84"
"2019/07/15","26.3","26.4","26.15","26.2","-0.10000000000000142","-0.38","47"
"2019/07/12","26.45","26.45","26.3","26.3","-0.09999999999999787","-0.38","66"
"2019/07/11","26.6","26.8","26.4","26.4","-0.15000000000000213","-0.56","131"
"2019/07/10","26.8","26.8","26.55","26.55","-0.14999999999999858","-0.56","50"
"2019/07/09","27.05","27.05","26.65","26.7","-0.15000000000000213","-0.56","57"
"2019/07/08","27.3","27.3","26.85","26.85","-0.29999999999999716","-1.10","41"
"2019/07/05","27.1","27.15","26.65","27.15","0.25","0.93","71"
"2019/07/04","26.75","26.9","26.65","26.9","0.14999999999999858","0.56","47"
"2019/07/03","26.8","27.2","26.6","26.75","-0.4499999999999993","-1.65","79"
"2019/07/02","26.5","27.2","26.5","27.2","0.6999999999999993","2.64","121"
"2019/07/01","26.65","26.8","26.4","26.5","0.1999999999999993","0.76","213"
"2019/06/28","26.05","26.35","25.95","26.3","0.1999999999999993","0.77","102"
"2019/06/27","26","26.2","26","26.1","0.20000000000000284","0.77","68"
"2019/06/26","25.7","26","25.65","25.9","-0.25","-0.96","113"
"2019/06/25","26.25","26.25","26","26.15","-0.10000000000000142","-0.38","164"
"2019/06/24","26.3","26.3","26.2","26.25","-0.10000000000000142","-0.38","117"
"2019/06/21","26.45","26.55","26.2","26.35","0","0.00","160"
"2019/06/20","26.2","26.5","26.1","26.35","0","0.00","74"
"2019/06/19","26.3","26.4","26.1","26.35","0.25","0.96","113"
"2019/06/18","26.2","26.2","25.85","26.1","-0.1999999999999993","-0.76","127"
"2019/06/17","26","26.3","26","26.3","0.25","0.96","57"
"2019/06/14","26.4","26.4","26","26.05","-0.25","-0.95","104"
"2019/06/13","26.7","26.7","26.05","26.3","-0.3999999999999986","-1.50","130"
"2019/06/12","26.6","26.7","26.5","26.7","-0.05000000000000071","-0.19","76"
"2019/06/11","26.95","27.05","26.75","26.75","-0.25","-0.93","63"
"2019/06/10","27.05","27.1","26.9","27","-0.10000000000000142","-0.37","54"
"2019/06/06","26.95","27.3","26.85","27.1","0.15000000000000213","0.56","97"
"2019/06/05","26.9","27","26.7","26.95","0.34999999999999787","1.32","90"
"2019/06/04","26.15","26.9","26","26.6","0.45000000000000284","1.72","121"
"2019/06/03","26.25","26.35","25.6","26.15","-0.40000000000000213","-1.51","105"
"2019/05/31","26.25","26.85","26.15","26.55","0.4499999999999993","1.72","99"
"2019/05/30","26","26.3","26","26.1","-0.09999999999999787","-0.38","129"
"2019/05/29","26.8","26.8","26.05","26.2","-0.6000000000000014","-2.24","145"
"2019/05/28","27.2","27.4","26.65","26.8","-0.09999999999999787","-0.37","89"
"2019/05/27","27.15","27.15","26.9","26.9","-0.25","-0.92","87"
"2019/05/24","27.1","27.55","27.1","27.15","-0.3500000000000014","-1.27","129"
"2019/05/23","27.65","27.65","27.25","27.5","-0.14999999999999858","-0.54","102"
"2019/05/22","28.4","28.4","27.6","27.65","-0.45000000000000284","-1.60","95"
"2019/05/21","27.65","28.1","27.2","28.1","0.6500000000000021","2.37","87"
"2019/05/20","28.1","28.1","27.4","27.45","-0.6500000000000021","-2.31","96"
"2019/05/17","28.8","28.8","27.6","28.1","-0.3999999999999986","-1.40","278"
"2019/05/16","28.8","28.8","28.45","28.5","-0.05000000000000071","-0.18","125"
"2019/05/15","28.4","28.8","28.4","28.55","0.15000000000000213","0.53","132"
"2019/05/14","27.2","28.5","27.1","28.4","0.25","0.89","337"
"2019/05/13","28.3","28.75","28","28.15","-0.15000000000000213","-0.53","196"
"2019/05/10","27.65","28.55","27.6","28.3","0.75","2.72","517"
"2019/05/09","29.8","29.8","27.3","27.55","-2.25","-7.55","1006"
"2019/05/08","30","30.15","29.65","29.8","-0.8000000000000007","-2.61","579"
"2019/05/07","31","31.4","30.5","30.6","0.10000000000000142","0.33","819"
"2019/05/06","31.9","32.1","30.5","30.5","-2.049999999999997","-6.30","2777"
"2019/05/03","29.75","32.55","29.75","32.55","2.9499999999999957","9.97","3240"
"2019/05/02","28.9","29.7","28.7","29.6","0.9000000000000021","3.14","338"
"2019/04/30","28.75","28.75","28.15","28.7","0.3000000000000007","1.06","160"
"2019/04/29","28.35","28.6","28.1","28.4","0.04999999999999716","0.18","206"
"2019/04/26","29.4","29.4","28.3","28.35","-1.0499999999999972","-3.57","401.277"
"2019/04/25","29.45","29.75","29.25","29.4","0.04999999999999716","0.17","268.254"
"2019/04/24","29.1","30.2","29.05","29.35","0.3000000000000007","1.03","963.216"
"2019/04/23","28.8","29.05","28.5","29.05","0.25","0.87","175.002"
"2019/04/22","28.85","29.2","28.5","28.8","0.40000000000000213","1.41","273.104"
"2019/04/19","28.3","28.75","28.3","28.4","0.29999999999999716","1.07","346.363"
"2019/04/18","29.15","29.2","28.1","28.1","-0.5999999999999979","-2.09","592.895"
"2019/04/17","29.15","29.7","28.6","28.7","-0.3000000000000007","-1.03","679"
"2019/04/16","28.6","29.1","28.4","29","0.3000000000000007","1.05","391.297"
"2019/04/15","29.2","29.6","28.5","28.7","0","0.00","515"
"2019/04/12","29.35","29.35","28.5","28.7","-0.5","-1.71","682.349"
"2019/04/11","28.95","30.6","28.55","29.2","1.0999999999999979","3.91","2704.319"
"2019/04/10","28.1","28.25","27.6","28.1","0.20000000000000284","0.72","687.379"
"2019/04/09","29","29.05","27.3","27.9","-0.20000000000000284","-0.71","2548.625"
"2019/04/08","26.4","28.1","26.4","28.1","2.5500000000000007","9.98","3171.771"
"2019/04/03","24.5","25.55","24.4","25.55","2.3000000000000007","9.89","1827.104"
"2019/04/02","23.3","23.6","23.1","23.25","-0.14999999999999858","-0.64","221.256"
"2019/04/01","23.2","23.55","23.2","23.4","0.09999999999999787","0.43","174.314"
"2019/03/29","23.35","23.4","23.2","23.3","-0.05000000000000071","-0.21","180.095"
"2019/03/28","23.65","23.65","23.3","23.35","-0.04999999999999716","-0.21","63.37"
"2019/03/27","23.7","23.7","23.35","23.4","-0.20000000000000284","-0.85","104.233"
"2019/03/26","23.8","23.9","23.5","23.6","-0.09999999999999787","-0.42","150.229"
"2019/03/25","23.5","23.85","23.5","23.7","0.14999999999999858","0.64","209.278"
"2019/03/22","23.7","23.75","23.5","23.55","-0.09999999999999787","-0.42","125.104"
"2019/03/21","23.75","23.8","23.5","23.65","0.14999999999999858","0.64","110.015"
"2019/03/20","23.85","23.85","23.5","23.5","-0.3000000000000007","-1.26","161.021"
"2019/03/19","24","24","23.75","23.8","0.05000000000000071","0.21","141.012"
"2019/03/18","23.5","23.8","23.5","23.75","0.3999999999999986","1.71","174"
"2019/03/15","24.15","24.2","23.1","23.35","-0.6999999999999993","-2.91","789.014"
"2019/03/14","24.05","24.15","24","24.05","0","0.00","89.021"
"2019/03/13","24.2","24.2","24","24.05","-0.14999999999999858","-0.62","89.044"
"2019/03/12","24.35","24.35","24.15","24.2","-0.05000000000000071","-0.21","74.084"
"2019/03/11","24.3","24.4","24.2","24.25","0","0.00","120.627"
"2019/03/08","24.3","24.3","24.2","24.25","-0.05000000000000071","-0.21","62.021"
"2019/03/07","24.55","24.6","24.3","24.3","-0.1999999999999993","-0.82","134.6"
"2019/03/06","24.3","24.55","24.3","24.5","0.05000000000000071","0.20","100.232"
"2019/03/05","24.5","24.5","24.3","24.45","-0.05000000000000071","-0.20","102.052"
"2019/03/04","24.5","24.65","24.45","24.5","0","0.00","107.287"
"2019/02/27","24.55","24.55","24.35","24.5","-0.10000000000000142","-0.41","91.023"
"2019/02/26","24.65","24.7","24.55","24.6","-0.04999999999999716","-0.20","76.045"
"2019/02/25","25","25.05","24.5","24.65","-0.3500000000000014","-1.40","137.239"
"2019/02/22","25.15","25.35","24.8","25","-0.3000000000000007","-1.19","144.2"
"2019/02/21","25.25","25.4","25.05","25.3","0.10000000000000142","0.40","123.22"
"2019/02/20","25.1","25.2","25","25.2","0.14999999999999858","0.60","128.094"
"2019/02/19","25.2","25.25","25","25.05","-0.1999999999999993","-0.79","72.315"
"2019/02/18","25.1","25.7","25","25.25","0.25","1.00","186.387"
"2019/02/15","24.55","25.55","24.55","25","0.4499999999999993","1.83","372.305"
"2019/02/14","24.3","24.7","24.3","24.55","0.05000000000000071","0.20","149.269"
"2019/02/13","24.2","24.55","24.15","24.5","0.3500000000000014","1.45","165.135"
"2019/02/12","24.05","24.55","24.05","24.15","-0.3000000000000007","-1.23","104.735"
