key_0,open,high,low,close,volume,macd,macdsignal,macdhist,rsi,mom,slowk,slowd
2016-03-24,59.53725051879882,59.53725051879882,59.53725051879882,59.53725051879883,0,,,,,,,
2016-03-28,59.24804306030273,59.24804306030273,59.24804306030273,59.248043060302734,0,,,,,,,
2016-03-29,60.12564468383789,60.12564468383789,60.12564468383789,60.12564468383789,0,,,,,,,
2016-03-30,60.025917053222656,60.025917053222656,60.025917053222656,60.025917053222656,0,,,,,,,
2016-03-31,60.32509994506835,60.32509994506835,60.32509994506835,60.32509994506836,0,,,,,,,
2016-04-01,61.242591857910156,61.242591857910156,61.242591857910156,61.242591857910156,0,,,,,,,
2016-04-04,61.90079116821289,61.90079116821289,61.90079116821289,61.90079116821289,0,,,,,,,
2016-04-05,60.60433578491211,60.60433578491211,60.60433578491211,60.60433578491211,0,,,,,,,
2016-04-06,62.49915313720703,62.49915313720703,62.49915313720703,62.49915313720703,0,,,,,,76.95035677444166,84.63357118296119
2016-04-07,61.48193740844726,61.48193740844726,61.48193740844726,61.481937408447266,0,,,,,,59.05565525210658,70.98545626699665
2016-04-08,61.122917175292976,61.122917175292976,61.122917175292976,61.12291717529297,0,,,,,1.5856666564941406,57.894768629898444,64.6335935521489
2016-04-11,60.464717864990234,60.464717864990234,60.464717864990234,60.464717864990234,0,,,,,1.2166748046875,24.56143529656511,47.17061972619005
2016-04-12,61.003242492675774,61.003242492675774,61.003242492675774,61.00324249267578,0,,,,,0.8775978088378906,17.94629429306336,33.46749940650897
2016-04-13,61.671417236328125,61.671417236328125,61.671417236328125,61.671417236328125,0,,,,,1.6455001831054688,42.156824140829855,28.221517910152773
2016-04-14,61.631526947021484,61.631526947021484,61.631526947021484,61.631526947021484,0,,,,60.89213610477998,1.306427001953125,74.38824564607704,44.83045469332342
2016-04-15,61.64149856567382,61.64149856567382,61.64149856567382,61.64149856567383,0,,,,60.93577147320013,0.3989067077636719,98.07162795696887,71.53889924795858
2016-04-18,62.18002700805664,62.18002700805664,62.18002700805664,62.18002700805664,0,,,,63.31631010224034,0.27923583984375,98.07162795696887,90.17716718667158
2016-04-19,62.26978302001954,62.26978302001954,62.26978302001954,62.26978302001953,0,,,,63.71321283066567,1.6654472351074219,99.17353978505464,98.43893189966411
2016-04-20,62.64874649047852,62.64874649047852,62.64874649047852,62.648746490478516,0,,,,65.4146717108143,0.14959335327148438,99.99999999999942,99.0817225806743
2016-04-21,63.20722198486328,63.20722198486328,63.20722198486328,63.20722198486328,0,,,,67.81010436065256,1.7252845764160156,99.99999999999942,99.72451326168448
2016-04-22,63.54629516601562,63.54629516601562,63.54629516601562,63.546295166015625,0,,,,69.20470676323534,2.4233779907226562,99.99999999999996,99.99999999999959
2016-04-25,63.20722198486328,63.20722198486328,63.20722198486328,63.20722198486328,0,,,,66.11976598306396,2.742504119873047,91.14584267200617,97.04861422400182
2016-04-26,63.00776672363282,63.00776672363282,63.00776672363282,63.00776672363281,0,,,,64.30389406947636,2.0045242309570312,71.14587100619656,87.43057122606753
2016-04-27,62.64874649047852,62.64874649047852,62.64874649047852,62.648746490478516,0,,,,61.05359547688048,0.9773292541503906,37.81253767286279,66.70141711702182
2016-04-28,62.19997024536132,62.19997024536132,62.19997024536132,62.19997024536133,0,,,,57.164001846967935,0.5684432983398438,13.333361667523647,40.76392344886097
2016-04-29,61.32237243652343,61.32237243652343,61.32237243652343,61.32237243652344,0,,,,50.40178276859223,-0.3191261291503906,4.986738712468488e-14,17.048633113462138
2016-05-02,61.711311340332024,61.711311340332024,61.711311340332024,61.71131134033203,0,,,,53.05242039208786,-0.4687156677246094,7.692342513625971,7.008568060383198
2016-05-03,61.20269775390626,61.20269775390626,61.20269775390626,61.20269775390625,0,,,,49.33906543314977,-1.0670852661132812,7.692342513625632,5.128228342417194
2016-05-04,60.255287170410156,60.255287170410156,60.255287170410156,60.255287170410156,0,,,,43.2643442848768,-2.3934593200683594,7.692342513625506,7.692342513625679
2016-05-05,60.424827575683594,60.424827575683594,60.424827575683594,60.424827575683594,0,,,,44.57934725316486,-2.7823944091796875,3.8813551032954035,6.422013376848824
2016-05-06,59.92618942260742,59.92618942260742,59.92618942260742,59.92618942260742,0,,,,41.53050576024676,-3.620105743408203,3.8813551032955673,5.151684240072135
2016-05-09,60.9334373474121,60.9334373474121,60.9334373474121,60.93343734741211,0,,,,49.102847212388774,-2.273784637451172,30.1835185938078,12.648742933466233
2016-05-10,61.53179931640624,61.53179931640624,61.53179931640624,61.53179931640625,0,,,,52.997213042108015,-1.4759674072265625,59.63549682384573,31.23345684031634
2016-05-11,60.464717864990234,60.464717864990234,60.464717864990234,60.464717864990234,0,0.005708623585121586,0.36010446810472274,-0.35439584451960116,46.20719218588763,-2.1840286254882812,70.81563973947993,53.5448850523778
2016-05-12,59.75665283203125,59.75665283203125,59.75665283203125,59.75665283203125,0,-0.1109142730172934,0.2659007198803195,-0.3768149928976129,42.331559542415064,-2.443317413330078,44.5134762489677,58.32153760409776
2016-05-13,59.94613265991212,59.94613265991212,59.94613265991212,59.94613265991211,0,-0.18590630803988972,0.17553931429627764,-0.3614456223361674,43.69260606632743,-1.3762397766113281,14.73815591247098,43.35575730030618
2016-05-16,61.242591857910156,61.242591857910156,61.242591857910156,61.242591857910156,0,-0.13912091446470498,0.11260726854408111,-0.2517281830087861,52.034166728745745,-0.468719482421875,31.460668523357764,30.23743356159879
2016-05-17,60.71403503417969,60.71403503417969,60.71403503417969,60.71403503417969,0,-0.1430443451582093,0.06147694580362303,-0.20452129096183233,48.85640791328106,-0.4886627197265625,52.93714872599512,33.0453243872746
2016-05-18,61.122917175292976,61.122917175292976,61.122917175292976,61.12291717529297,0,-0.11187074432888267,0.026807407777121886,-0.13867815210600454,51.33247675148135,0.8676300048828125,80.02786625055593,54.80856116663625
2016-05-19,60.68411636352539,60.68411636352539,60.68411636352539,60.68411636352539,0,-0.12117615607849075,-0.002789304994000638,-0.11838685108449011,48.612451277421265,0.2592887878417969,71.09955008241583,68.02152168632227
2016-05-20,61.52182388305664,61.52182388305664,61.52182388305664,61.52182388305664,0,-0.060260124910271884,-0.014283468977254889,-0.045976655933016995,53.66069111251937,1.5956344604492188,82.9564032131118,78.0279398486945
2016-05-23,61.402156829833984,61.402156829833984,61.402156829833984,61.402156829833984,0,-0.02139325431007677,-0.015705426043819266,-0.005687828266257505,52.86179401691328,0.468719482421875,80.87931810762193,78.31175713438317
2016-05-24,62.30967330932617,62.30967330932617,62.30967330932617,62.30967330932617,0,0.08169627235110255,0.003774913635165099,0.07792135871593744,57.97199480365085,0.7778739929199219,95.23831208257435,86.35801113443601
2016-05-25,62.76841735839844,62.76841735839844,62.76841735839844,62.76841735839844,0,0.19812837524695226,0.04264560595752253,0.15548276928942972,60.31407635907017,2.303699493408203,95.23831208257435,90.45198075759019
2016-05-26,62.64874649047852,62.64874649047852,62.64874649047852,62.648746490478516,0,0.27754584104072677,0.08962565297416339,0.18792018806656338,59.384386294248834,2.8920936584472656,97.08033069296424,95.85231828603763
