Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1985-07-29,0.7720115780830383,0.7720115780830383,0.7720115780830383,0.7720115780830383,0,0.0,0.0
1985-07-30,0.7720115780830383,0.7720115780830383,0.7720115780830383,0.7720115780830383,0,0.0,0.0
1985-07-31,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-01,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-02,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-05,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-06,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-07,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-08,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-09,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-12,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-13,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-14,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-15,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-16,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-19,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-20,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-21,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-22,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-23,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-26,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-27,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-28,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-29,0.7673798203468323,0.7673798203468323,0.7673798203468323,0.7673798203468323,0,0.0,0.0
1985-08-30,0.7944002151489258,0.7944002151489258,0.7944002151489258,0.7944002151489258,0,0.0,0.0
1985-09-03,0.7920840382575989,0.7920840382575989,0.7920840382575989,0.7920840382575989,0,0.0,0.0
1985-09-04,0.7905396223068238,0.7905396223068238,0.7905396223068238,0.7905396223068237,0,0.0,0.0
1985-09-05,0.7874518036842346,0.7874518036842346,0.7874518036842346,0.7874518036842346,0,0.0,0.0
1985-09-06,0.7866800427436829,0.7866800427436829,0.7866800427436829,0.7866800427436829,0,0.0,0.0
1985-09-09,0.7874518036842346,0.7874518036842346,0.7874518036842346,0.7874518036842346,0,0.0,0.0
1985-09-10,0.7866800427436829,0.7866800427436829,0.7866800427436829,0.7866800427436829,0,0.0,0.0
1985-09-11,0.7820479273796082,0.7820479273796082,0.7820479273796082,0.7820479273796082,0,0.0,0.0
1985-09-12,0.781275749206543,0.781275749206543,0.781275749206543,0.781275749206543,0,0.0,0.0
1985-09-13,0.7820479273796082,0.7820479273796082,0.7820479273796082,0.7820479273796082,0,0.0,0.0
1985-09-16,0.7866800427436829,0.7866800427436829,0.7866800427436829,0.7866800427436829,0,0.0,0.0
1985-09-17,0.7866800427436829,0.7866800427436829,0.7866800427436829,0.7866800427436829,0,0.0,0.0
1985-09-18,0.7774158716201783,0.7774158716201783,0.7774158716201783,0.7774158716201782,0,0.0,0.0
1985-09-19,0.7805039882659912,0.7805039882659912,0.7805039882659912,0.7805039882659912,0,0.0,0.0
1985-09-20,0.7866800427436829,0.7866800427436829,0.7866800427436829,0.7866800427436829,0,0.0,0.0
1985-09-23,0.7967162132263185,0.7967162132263185,0.7967162132263185,0.7967162132263184,0,0.0,0.0
1985-09-24,0.7951720356941223,0.7951720356941223,0.7951720356941223,0.7951720356941223,0,0.0,0.0
