Date	Open	High	Low	Close	Volume('000 shares)	Date
2019/10/21	19.35	19.35	19.1	19.2	687	2019/10/21
2019/10/22	19.25	19.3	19	19.15	786	2019/10/22
2019/10/23	19.15	19.25	19.1	19.1	608	2019/10/23
2019/10/24	19.1	19.15	19.05	19.1	521	2019/10/24
2019/10/25	19.1	19.2	19.05	19.15	280	2019/10/25
2019/10/28	19.15	19.15	19	19.1	537	2019/10/28
2019/10/29	19.1	19.15	19	19.05	547	2019/10/29
2019/10/30	19.05	19.15	19.05	19.1	295	2019/10/30
2019/10/31	19.1	19.15	19	19	549	2019/10/31
2019/11/01	19.15	19.25	19.05	19.15	455	2019/11/1
2019/11/04	19.2	19.35	19.15	19.3	482	2019/11/4
2019/11/05	19.35	19.5	19.2	19.4	904	2019/11/5
2019/11/06	19.5	19.55	18.95	19.1	1424	2019/11/6
2019/11/07	19.2	19.25	18.9	19	1224	2019/11/7
2019/11/08	19.05	19.1	18.95	18.95	508	2019/11/8
2019/11/11	19	19	18.7	18.75	1017	2019/11/11
2019/11/12	18.9	18.9	18.65	18.75	783	2019/11/12
2019/11/13	18.75	18.8	18.55	18.55	963	2019/11/13
2019/11/14	18.6	18.6	18.45	18.45	682	2019/11/14
2019/11/15	18.5	18.5	18.25	18.45	1033	2019/11/15
2019/11/18	18.45	18.75	18.45	18.55	394	2019/11/18
2019/11/19	18.5	18.5	18.35	18.45	541	2019/11/19
2019/11/20	18.5	18.5	18.05	18.3	1209	2019/11/20
2019/11/21	18.2	18.3	18.1	18.25	621	2019/11/21
2019/11/22	18.2	18.2	18	18.1	765	2019/11/22
2019/11/25	18.05	18.2	18	18.1	832	2019/11/25
2019/11/26	18.2	18.25	18.1	18.2	443	2019/11/26
2019/11/27	18.2	18.35	18.2	18.25	305	2019/11/27
2019/11/28	18.25	18.35	18.25	18.25	274	2019/11/28
2019/11/29	18.35	18.35	18.15	18.25	287	2019/11/29
2019/12/02	18.25	18.4	18.2	18.25	350	2019/12/2
2019/12/03	18.3	18.4	18.25	18.4	299	2019/12/3
2019/12/04	18.4	18.45	18.25	18.3	215	2019/12/4
2019/12/05	18.2	18.35	18.2	18.35	364	2019/12/5
2019/12/06	18.35	18.45	18.3	18.3	269	2019/12/6
2019/12/09	18.3	18.35	18.2	18.35	242	2019/12/9
2019/12/10	18.35	18.35	18.3	18.35	147	2019/12/10
2019/12/11	18.3	18.3	18.1	18.2	732	2019/12/11
2019/12/12	18.25	18.25	18.15	18.2	583	2019/12/12
2019/12/13	18.3	18.4	18.15	18.3	689	2019/12/13
2019/12/16	18.3	18.6	18.3	18.6	854	2019/12/16
2019/12/17	18.6	18.6	18.4	18.45	336	2019/12/17
2019/12/18	18.45	18.55	18.35	18.4	348	2019/12/18
2019/12/19	18.5	18.7	18.5	18.65	876	2019/12/19
2019/12/20	18.75	18.75	18.55	18.55	361	2019/12/20
2019/12/23	18.6	18.7	18.55	18.6	290	2019/12/23
2019/12/24	18.7	18.75	18.65	18.7	295	2019/12/24
2019/12/25	18.8	18.8	18.65	18.7	199	2019/12/25
2019/12/26	18.75	18.8	18.65	18.65	203	2019/12/26
2019/12/27	18.65	18.75	18.5	18.65	246	2019/12/27
2019/12/30	18.65	18.75	18.6	18.65	339	2019/12/30
2019/12/31	18.65	18.7	18.6	18.65	301	2019/12/31
2020/01/02	18.75	18.8	18.7	18.75	501	2020/1/2
2020/01/03	18.8	18.8	18.6	18.65	371	2020/1/3
2020/01/06	18.65	18.8	18.55	18.55	263	2020/1/6
2020/01/07	18.55	18.75	18.45	18.55	430	2020/1/7
2020/01/08	18.5	18.5	18.3	18.3	417	2020/1/8
2020/01/09	18.3	18.5	18.3	18.35	204	2020/1/9
2020/01/10	18.4	18.55	18.4	18.4	363	2020/1/10
2020/01/13	18.45	18.65	18.45	18.45	421	2020/1/13
2020/01/14	18.5	18.6	18.45	18.5	311	2020/1/14
2020/01/15	18.5	18.6	18.4	18.5	270	2020/1/15
2020/01/16	18.5	18.5	18.35	18.35	299	2020/1/16
2020/01/17	18.4	18.6	18.4	18.45	509	2020/1/17
2020/01/20	18.45	18.55	18.45	18.55	297	2020/1/20
2020/01/30	17.9	18.05	17.2	17.5	1684	2020/1/30
2020/01/31	17.5	17.7	17.45	17.5	815	2020/1/31
2020/02/03	17.2	17.2	16.85	17.15	1286	2020/2/3
2020/02/04	17.35	17.35	17.15	17.25	411	2020/2/4
2020/02/05	17.25	17.25	17	17	882	2020/2/5
2020/02/06	17	17.25	17	17.2	515	2020/2/6
2020/02/07	17.2	17.2	17.05	17.1	462	2020/2/7
2020/02/10	17.1	17.1	16.7	16.9	860	2020/2/10
2020/02/11	17	17.05	16.9	17	399	2020/2/11
2020/02/12	16.95	17.15	16.9	17.1	440	2020/2/12
2020/02/13	17.1	17.35	17.1	17.3	538	2020/2/13
2020/02/14	17.3	17.45	17.3	17.3	374	2020/2/14
2020/02/17	17.2	17.2	17	17.1	550	2020/2/17
2020/02/18	17.1	17.3	17	17.15	393	2020/2/18
2020/02/19	17.2	17.3	17.15	17.2	347	2020/2/19
2020/02/20	17.2	17.4	17.15	17.2	289	2020/2/20
2020/02/21	17.1	17.25	17.1	17.15	287	2020/2/21
2020/02/24	17.05	17.2	17.05	17.1	259	2020/2/24
2020/02/25	16.6	17	16.6	16.9	308	2020/2/25
2020/02/26	16.9	17	16.8	17	265	2020/2/26
2020/02/27	17	17	16.8	16.85	415	2020/2/27
2020/03/02	16.7	16.75	16.5	16.65	476	2020/3/2
2020/03/03	16.8	17.05	16.8	16.85	189	2020/3/3
2020/03/04	16.7	16.8	16.6	16.75	449	2020/3/4
2020/03/05	16.8	16.95	16.8	16.9	304	2020/3/5
2020/03/06	16.9	16.95	16.75	16.75	259	2020/3/6
2020/03/09	16.65	16.65	16	16.55	1163	2020/3/9
2020/03/10	16.15	16.65	16.1	16.5	578	2020/3/10
2020/03/11	16.55	16.8	16.45	16.5	355	2020/3/11
2020/03/12	16.3	16.3	15.8	15.95	1344	2020/3/12
2020/03/13	14.9	14.95	14.4	14.95	2734	2020/3/13
2020/03/16	14.7	14.7	14.15	14.25	1492	2020/3/16
2020/03/17	13	14.35	13	14.35	2023	2020/3/17
2020/03/18	13.5	14.3	13.5	14.25	1509	2020/3/18
2020/03/19	13.7	14	13.55	13.95	2206	2020/3/19
2020/03/20	14	14.3	14	14.15	1011	2020/3/20
2020/03/23	13.9	14.1	13.75	14.1	899	2020/3/23
2020/03/24	14	14.2	14	14.1	754	2020/3/24
2020/03/25	14.25	14.55	14.2	14.4	836	2020/3/25
2020/03/26	14.45	14.45	14.25	14.4	498	2020/3/26
2020/03/27	14.5	14.55	14.4	14.5	416	2020/3/27
2020/03/30	14.4	14.8	14.35	14.8	806	2020/3/30
2020/03/31	14.85	15.25	14.8	15.25	609	2020/3/31
2020/04/01	15.25	15.25	15.05	15.1	345	2020/4/1
2020/04/06	15.15	15.15	14.9	15.05	382	2020/4/6
2020/04/07	15.1	15.25	14.95	14.95	610	2020/4/7
2020/04/08	14.95	15.1	14.85	15	470	2020/4/8
2020/04/09	15.15	15.2	14.95	15.05	384	2020/4/9
2020/04/10	15.05	15.15	15	15.1	435	2020/4/10
2020/04/13	15.15	15.2	15	15.1	383	2020/4/13
2020/04/14	15.1	15.5	15.05	15.45	435	2020/4/14
2020/04/15	15.3	15.7	15.3	15.65	307	2020/4/15
2020/04/16	15.55	15.55	15.4	15.55	281	2020/4/16
2020/04/17	15.6	15.65	15.55	15.6	345	2020/4/17
2020/04/20	15.6	15.65	15.5	15.6	206	2020/4/20
2020/04/21	15.6	15.6	14.9	15.55	1258	2020/4/21
2020/04/22	15.3	15.4	15.2	15.4	169	2020/4/22
2020/04/23	15.45	15.5	15.35	15.45	156	2020/4/23
2020/04/24	15.4	15.45	15.3	15.45	220	2020/4/24
2020/04/27	15.45	15.55	15.35	15.45	335	2020/4/27
2020/04/28	15.5	15.55	15.4	15.5	289	2020/4/28
2020/04/29	15.5	15.75	15.5	15.55	952	2020/4/29
2020/04/30	15.75	16.15	15.6	16.15	1002	2020/4/30
2020/05/04	16	16.15	15.95	16.15	334	2020/5/4
2020/05/05	16.2	16.35	16.05	16.2	399	2020/5/5
2020/05/06	16.2	16.5	16.15	16.4	349	2020/5/6
2020/05/07	16.25	16.45	16.25	16.45	296	2020/5/7
2020/05/08	16.45	16.6	16.35	16.6	514	2020/5/8
2020/05/11	16.6	16.8	16.55	16.8	339	2020/5/11
2020/05/12	16.55	16.75	16.5	16.65	592	2020/5/12
2020/05/13	16.55	16.7	16.4	16.7	589	2020/5/13
2020/05/14	16.6	16.75	16.4	16.7	635	2020/5/14
2020/05/15	16.6	16.65	16.45	16.6	515	2020/5/15
2020/05/18	16.55	16.55	16.4	16.55	543	2020/5/18
2020/05/19	16.5	16.85	16.45	16.6	664	2020/5/19
2020/05/20	16.5	16.65	16.4	16.55	684	2020/5/20
2020/05/21	16.55	16.6	16.5	16.55	356	2020/5/21
2020/05/22	16.5	16.55	16.4	16.55	825	2020/5/22
2020/05/25	16.5	16.5	16.3	16.4	273	2020/5/25
2020/05/26	16.4	16.4	16.25	16.25	368	2020/5/26
2020/05/27	16.25	16.25	16.15	16.2	538	2020/5/27
2020/05/28	16.15	16.35	16.15	16.15	250	2020/5/28
2020/05/29	16.15	16.3	16.15	16.3	108	2020/5/29
2020/06/01	16.35	16.4	16.25	16.35	311	2020/6/1
2020/06/02	16.4	16.4	16.3	16.35	188	2020/6/2
2020/06/03	16.4	16.5	16.35	16.45	302	2020/6/3
2020/06/04	16.55	16.65	16.45	16.5	273	2020/6/4
2020/06/05	16.5	17.1	16.5	17.05	715	2020/6/5
2020/06/08	17.1	17.1	16.85	17	505	2020/6/8
2020/06/09	17.1	17.1	16.85	16.85	255	2020/6/9
2020/06/10	16.85	16.9	16.75	16.75	221	2020/6/10
2020/06/11	16.8	16.85	16.5	16.6	366	2020/6/11
2020/06/12	15.85	16.45	15.85	16.3	292	2020/6/12
2020/06/15	16.3	16.5	16.3	16.3	165	2020/6/15
2020/06/16	16.3	16.4	16.3	16.35	295	2020/6/16
2020/06/17	16.4	16.9	16.4	16.6	479	2020/6/17
2020/06/18	16.65	16.8	16.55	16.6	433	2020/6/18
2020/06/19	16.6	16.6	16.2	16.2	1907	2020/6/19
2020/06/22	15.8	16.05	15.8	16.05	1253	2020/6/22
2020/06/23	16.1	16.1	15.9	15.95	372	2020/6/23
2020/06/24	16.05	16.05	15.9	15.9	243	2020/6/24
2020/06/29	15.9	15.9	15.75	15.8	426	2020/6/29
2020/06/30	15.85	16.05	15.75	15.8	715	2020/6/30
2020/07/01	15.8	15.9	15.65	15.7	1156	2020/7/1
2020/07/02	15.85	15.95	15.75	15.85	261	2020/7/2
2020/07/03	15.85	15.95	15.8	15.95	206	2020/7/3
2020/07/06	15.95	15.95	15.8	15.8	782	2020/7/6
2020/07/07	15.9	15.95	15.8	15.9	190	2020/7/7
2020/07/08	15.95	15.95	15.85	15.95	247	2020/7/8
2020/07/09	16	16.05	15.9	15.9	274	2020/7/9
2020/07/10	15.9	15.9	15.75	15.8	247	2020/7/10
2020/07/13	15.8	15.85	15.75	15.8	207	2020/7/13
2020/07/14	15.85	15.85	15.7	15.75	272	2020/7/14
2020/07/15	15.75	15.85	15.65	15.7	397	2020/7/15
2020/07/16	15.7	15.8	15.6	15.8	320	2020/7/16
2020/07/17	15.8	15.8	15.65	15.65	149	2020/7/17
2020/07/20	15.65	15.65	15.5	15.55	261	2020/7/20
2020/07/21	15.55	15.6	15.5	15.5	185	2020/7/21
2020/07/22	15.55	15.7	15.55	15.65	266	2020/7/22
2020/07/23	15.65	15.7	15.6	15.6	123	2020/7/23
2020/07/24	15.6	15.7	15.55	15.55	298	2020/7/24
2020/07/27	15.7	15.7	15.45	15.45	269	2020/7/27
2020/07/28	15.45	15.6	15.35	15.4	241	2020/7/28
2020/07/29	15.3	15.45	15.3	15.35	312	2020/7/29
2020/07/30	15.4	15.4	15.25	15.4	200	2020/7/30
2020/07/31	15.4	15.45	15.3	15.45	136	2020/7/31
2020/08/03	15.5	15.5	15.3	15.35	160	2020/8/3
2020/08/04	15.4	15.4	15.25	15.3	238	2020/8/4
2020/08/05	15.3	15.35	15.25	15.3	251	2020/8/5
2020/08/06	15.35	15.55	15.3	15.4	261	2020/8/6
2020/08/07	15.4	15.4	15.3	15.35	194	2020/8/7
2020/08/10	15.35	15.35	15.25	15.3	409	2020/8/10
2020/08/11	15.3	15.4	15.25	15.4	219	2020/8/11
2020/08/12	15.3	15.4	15.3	15.4	220	2020/8/12
2020/08/13	15.4	15.4	15.3	15.4	216	2020/8/13
2020/08/14	15.4	15.45	15.3	15.35	201	2020/8/14
2020/08/17	15.35	15.8	15.35	15.8	777	2020/8/17
2020/08/18	15.85	15.9	15.65	15.8	466	2020/8/18
2020/08/19	15.9	15.95	15.7	15.75	275	2020/8/19
2020/08/20	15.75	15.8	15.3	15.45	587	2020/8/20
2020/08/21	15.45	15.5	15.4	15.4	210	2020/8/21
2020/08/24	15.4	15.65	15.4	15.65	239	2020/8/24
2020/08/25	15.7	15.85	15.7	15.85	374	2020/8/25
2020/08/26	15.9	16	15.85	15.85	400	2020/8/26
2020/08/27	15.9	15.95	15.6	15.85	506	2020/8/27
2020/08/28	15.8	15.8	15.7	15.8	197	2020/8/28
2020/08/31	15.8	16.2	15.8	16.05	734	2020/8/31
2020/09/01	16.1	16.1	15.9	16	328	2020/9/1
2020/09/02	16	16.1	15.95	15.95	251	2020/9/2
2020/09/03	15.95	16.15	15.95	16.1	337	2020/9/3
2020/09/04	15.95	16.15	15.9	16.1	405	2020/9/4
2020/09/07	16.15	17.3	16.1	16.9	2374	2020/9/7
2020/09/08	17.1	17.25	16.65	16.7	871	2020/9/8
2020/09/09	16.6	16.75	16.5	16.75	487	2020/9/9
2020/09/10	16.8	16.8	16.45	16.55	493	2020/9/10
2020/09/11	16.55	16.55	16.25	16.3	412	2020/9/11
2020/09/14	16.3	16.45	16.25	16.35	281	2020/9/14
2020/09/15	16.35	16.35	16.2	16.3	269	2020/9/15
2020/09/16	16.3	16.3	16.05	16.1	423	2020/9/16
2020/09/17	16.1	16.3	16.1	16.2	255	2020/9/17
2020/09/18	16.1	16.2	16.05	16.15	179	2020/9/18
2020/09/21	16.15	16.15	15.95	16	436	2020/9/21
2020/09/22	15.95	16.05	15.8	15.9	494	2020/9/22
2020/09/23	15.95	16.1	15.85	15.9	170	2020/9/23
2020/09/24	15.85	15.85	15.45	15.6	456	2020/9/24
2020/09/25	15.6	15.65	15.3	15.4	375	2020/9/25
2020/09/28	15.4	15.5	15.4	15.5	164	2020/9/28
2020/09/29	15.5	15.6	15.45	15.6	198	2020/9/29
2020/09/30	15.6	15.65	15.55	15.6	131	2020/9/30
2020/10/05	15.6	15.7	15.6	15.7	114	2020/10/5
2020/10/06	15.7	15.75	15.6	15.75	165	2020/10/6
2020/10/07	15.75	15.85	15.7	15.8	106	2020/10/7
2020/10/08	15.85	15.9	15.6	15.65	399	2020/10/8
2020/10/12	15.65	15.7	15.65	15.65	137	2020/10/12
2020/10/13	15.65	15.8	15.6	15.65	373	2020/10/13
2020/10/14	15.75	15.8	15.6	15.65	240	2020/10/14
2020/10/15	15.65	15.8	15.6	15.6	212	2020/10/15
2020/10/16	15.6	15.7	15.5	15.55	266	2020/10/16
2020/10/19	15.55	15.65	15.55	15.55	206	2020/10/19
2020/10/20	15.55	15.55	15.3	15.4	559	2020/10/20
2020/10/21	15.4	15.5	15.35	15.45	259	2020/10/21
2020/10/22	15.4	15.45	15.35	15.4	209	2020/10/22
2020/10/23	15.4	15.45	15.35	15.4	210	2020/10/23
2020/10/26	15.4	15.5	15.4	15.5	169	2020/10/26
2020/10/27	15.5	15.55	15.4	15.4	154	2020/10/27
2020/10/28	15.4	15.5	15.35	15.4	132	2020/10/28
2020/10/29	15.35	15.5	15.35	15.45	145	2020/10/29
2020/10/30	15.45	15.5	15.3	15.4	403	2020/10/30
2020/11/02	15.35	15.35	15.15	15.35	319	2020/11/2
2020/11/03	15.4	15.5	15.35	15.45	112	2020/11/3
2020/11/04	15.45	15.45	15.3	15.4	216	2020/11/4
2020/11/05	15.35	15.4	15.35	15.4	128	2020/11/5
2020/11/06	15.4	15.45	15.3	15.4	125	2020/11/6
2020/11/09	15.4	15.5	15.35	15.45	333	2020/11/9
2020/11/10	15.65	15.65	15.4	15.5	413	2020/11/10
2020/11/11	15.55	15.55	15.4	15.45	632	2020/11/11
2020/11/12	15.5	15.5	15.4	15.45	342	2020/11/12
2020/11/13	15.45	15.55	15.4	15.55	247	2020/11/13
2020/11/16	15.55	15.65	15.5	15.5	236	2020/11/16
2020/11/17	15.55	15.65	15.5	15.65	573	2020/11/17
2020/11/18	15.75	16.15	15.75	16.05	1412	2020/11/18
2020/11/19	16	16.15	15.9	15.9	401	2020/11/19
2020/11/20	15.9	15.9	15.75	15.9	229	2020/11/20
2020/11/23	15.9	16.15	15.9	16.1	301	2020/11/23
2020/11/24	16.1	16.2	16.05	16.1	488	2020/11/24
2020/11/25	16.15	16.15	16.05	16.15	413	2020/11/25
2020/11/26	16.2	16.3	16.15	16.25	532	2020/11/26
2020/11/27	16.35	16.35	16.25	16.25	404	2020/11/27
2020/11/30	16.25	16.5	16.2	16.35	981	2020/11/30
2020/12/01	16.4	16.5	16.2	16.45	731	2020/12/1
2020/12/02	16.5	16.5	16.25	16.3	480	2020/12/2
2020/12/03	16.35	16.35	16.2	16.25	524	2020/12/3
2020/12/04	16.35	16.35	16.2	16.25	366	2020/12/4
2020/12/07	16.25	16.3	16.05	16.1	655	2020/12/7
2020/12/08	16.05	16.4	16.05	16.15	412	2020/12/8
2020/12/09	16.25	16.4	16.2	16.35	567	2020/12/9
2020/12/10	16.5	17.5	16.5	17.2	7570	2020/12/10
2020/12/11	17.05	17.15	16.65	16.75	2073	2020/12/11
2020/12/14	16.8	17.9	16.65	17.5	4643	2020/12/14
2020/12/15	17.6	18.2	17.2	17.45	3109	2020/12/15
2020/12/16	17.3	17.6	17.2	17.5	1062	2020/12/16
2020/12/17	17.4	17.5	16.95	17	1103	2020/12/17
2020/12/18	17.25	17.25	17	17	719	2020/12/18
2020/12/21	17.05	18.45	17.05	18.25	7130	2020/12/21
2020/12/22	17.85	18.5	16.8	17	4792	2020/12/22
2020/12/23	17.1	17.25	16.8	17.1	1269	2020/12/23
2020/12/24	17.2	17.35	17.1	17.1	769	2020/12/24
2020/12/25	17.35	17.4	17.1	17.15	548	2020/12/25
2020/12/28	17.15	17.3	16.9	17.05	947	2020/12/28
2020/12/29	17.15	17.45	17.05	17.2	1300	2020/12/29
2020/12/30	17.3	17.75	17.3	17.5	1875	2020/12/30
2020/12/31	17.5	17.5	17.1	17.2	1030	2020/12/31
2021/01/04	17.35	17.45	17.2	17.25	760	2021/1/4
2021/01/05	17.2	17.75	17.2	17.35	1372	2021/1/5
2021/01/06	17.45	17.55	16.95	17	1431	2021/1/6
2021/01/07	17.2	17.2	16.9	17	613	2021/1/7
2021/01/08	16.95	17.15	16.8	16.85	940	2021/1/8
2021/01/11	16.85	16.85	16.35	16.45	1359	2021/1/11
2021/01/12	16.45	16.45	16.05	16.1	1002	2021/1/12
2021/01/13	16.1	16.25	15.95	16.2	1273	2021/1/13
2021/01/14	16.15	16.3	16.1	16.1	389	2021/1/14
2021/01/15	16.15	16.15	15.7	15.85	1050	2021/1/15
2021/01/18	15.85	15.85	15.4	15.7	557	2021/1/18
2021/01/19	15.8	15.95	15.65	15.85	366	2021/1/19
2021/01/20	15.9	15.9	15.3	15.3	1079	2021/1/20
2021/01/21	15.35	15.55	15.15	15.25	671	2021/1/21
2021/01/22	15.25	15.4	15.15	15.4	495	2021/1/22
2021/01/25	15.5	15.8	15.45	15.6	252	2021/1/25
2021/01/26	15.65	15.65	15.3	15.35	222	2021/1/26
2021/01/27	15.4	15.45	15.2	15.25	243	2021/1/27
2021/01/28	15.25	15.3	15.15	15.3	406	2021/1/28
2021/01/29	15.6	15.6	15.35	15.4	449	2021/1/29
2021/02/01	15.4	15.5	15.35	15.4	240	2021/2/1
2021/02/02	15.45	15.6	15.35	15.55	193	2021/2/2
2021/02/03	15.55	15.7	15.35	15.65	343	2021/2/3
2021/02/04	15.35	15.6	15.35	15.45	425	2021/2/4
2021/02/05	15.55	15.65	15.45	15.6	339	2021/2/5
2021/02/17	15.75	16	15.7	15.95	649	2021/2/17
2021/02/18	16	16.3	15.95	16.3	537	2021/2/18
2021/02/19	16.3	16.3	16.1	16.2	272	2021/2/19
2021/02/22	16.2	16.4	16.2	16.2	501	2021/2/22
2021/02/23	16.25	17.1	16.25	16.95	2569	2021/2/23
2021/02/24	17.1	17.8	16.95	17.25	8222	2021/2/24
2021/02/25	17.2	17.25	16.9	16.9	1450	2021/2/25
2021/02/26	16.7	17.5	16.7	17.15	4157	2021/2/26
2021/03/02	17.15	17.3	16.9	16.9	895	2021/3/2
2021/03/03	16.85	17.25	16.85	17.2	1101	2021/3/3
2021/03/04	17.15	17.95	17.05	17.8	4258	2021/3/4
2021/03/05	17.8	17.8	17.2	17.2	5954	2021/3/5
2021/03/08	17.25	17.4	17.05	17.15	1287	2021/3/8
2021/03/09	17.25	17.45	17.15	17.25	1689	2021/3/9
2021/03/10	17.3	17.35	17	17.15	1020	2021/3/10
2021/03/11	17.15	17.3	17.1	17.3	1526	2021/3/11
2021/03/12	17.3	17.35	17.1	17.1	636	2021/3/12
2021/03/15	17.15	17.25	17.1	17.15	723	2021/3/15
2021/03/16	17.2	17.3	17.1	17.1	581	2021/3/16
2021/03/17	17.05	17.15	16.9	16.9	848	2021/3/17
2021/03/18	16.95	17.1	16.9	16.9	494	2021/3/18
2021/03/19	16.9	17	16.7	16.8	739	2021/3/19
2021/03/22	16.8	16.95	16.7	16.95	465	2021/3/22
2021/03/23	16.95	17.05	16.85	16.95	521	2021/3/23
2021/03/24	16.9	17.2	16.9	16.95	793	2021/3/24
2021/03/25	16.65	16.8	16.6	16.6	559	2021/3/25
2021/03/26	16.85	16.85	16.65	16.7	365	2021/3/26
2021/03/29	16.85	17	16.8	17	796	2021/3/29
2021/03/30	17	17.05	16.9	17	677	2021/3/30
2021/03/31	17.05	17.1	16.95	17.05	942	2021/3/31
2021/04/01	17.1	17.2	17	17.05	674	2021/4/1
2021/04/06	17.25	17.35	17.2	17.3	1042	2021/4/6
2021/04/07	17.5	18.15	17.5	17.8	9207	2021/4/7
2021/04/08	17.8	18.55	17.8	18.35	9813	2021/4/8
2021/04/09	18.7	18.8	17.95	18.05	4342	2021/4/9
2021/04/12	18.2	18.4	18	18.25	4356	2021/4/12
2021/04/13	18.4	18.45	18.15	18.2	2953	2021/4/13
2021/04/14	18.2	19.75	18	19.75	19755	2021/4/14
2021/04/15	19.85	21.2	19.75	20.95	45790	2021/4/15
2021/04/16	21.3	22.45	20.6	21.5	47764	2021/4/16
2021/04/19	21.8	23.65	21.4	23.65	54201	2021/4/19
2021/04/20	23.6	23.6	21.7	22.1	23954	2021/4/20
2021/04/21	21.9	22.4	21.1	21.7	12925	2021/4/21
2021/04/22	22.1	23.1	20.5	20.55	26525	2021/4/22
2021/04/23	20.8	21.2	20.1	20.8	6729	2021/4/23
2021/04/26	20.7	21.6	20.7	21.2	6324	2021/4/26
2021/04/27	21.2	21.3	20.6	21	6229	2021/4/27
2021/04/28	20.65	21	20.3	20.6	5196	2021/4/28
2021/04/29	20.65	21.65	20.6	21.2	10936	2021/4/29
2021/05/03	21.65	22.4	21.25	21.65	17646	2021/5/3
2021/05/04	21.6	21.75	19.5	19.55	11029	2021/5/4
2021/05/05	19.55	21.45	19.15	20.4	12199	2021/5/5
2021/05/06	20.4	21.6	19.9	20.35	9175	2021/5/6
2021/05/07	21.15	21.3	20.2	21.2	6960	2021/5/7
2021/05/10	21.95	22.55	21.35	22.15	16556	2021/5/10
2021/05/11	21.85	23.1	20.55	21.7	35655	2021/5/11
2021/05/12	22.3	22.3	19.55	19.6	14195	2021/5/12
2021/05/13	18.45	19.65	17.65	18.55	5617	2021/5/13
2021/05/14	19.1	19.35	17.5	17.55	6069	2021/5/14
2021/05/17	16.55	18	16.3	16.6	6730	2021/5/17
2021/05/18	17	18.25	17	18.25	4052	2021/5/18
2021/05/19	18.4	19.3	18.05	18.65	6524	2021/5/19
2021/05/20	18.5	18.95	18.05	18.05	2446	2021/5/20
2021/05/21	18.55	19.3	18.2	19.15	4230	2021/5/21
2021/05/24	18.9	19.55	18.8	18.95	2622	2021/5/24
2021/05/25	19.15	19.35	18.35	18.4	3370	2021/5/25
2021/05/26	18.45	18.8	18.25	18.65	1353	2021/5/26
2021/05/27	18.9	19.2	18.65	18.65	1676	2021/5/27
2021/05/28	19.15	20.3	19.1	19.4	5436	2021/5/28
2021/05/31	19.8	21	19.7	20	7830	2021/5/31
2021/06/01	20.3	20.5	19.85	20.1	3217	2021/6/1
2021/06/02	20.3	21.85	20.2	21.7	12547	2021/6/2
2021/06/03	22.15	23.2	22.05	22.45	47606	2021/6/3
2021/06/04	22	22.85	21.7	21.7	12658	2021/6/4
2021/06/07	21.6	21.85	20.1	20.8	6604	2021/6/7
2021/06/08	20.8	21.3	20.5	21	2509	2021/6/8
2021/06/09	21.1	21.25	20.25	20.35	2672	2021/6/9
2021/06/10	20.35	20.65	19.75	20.4	3120	2021/6/10
2021/06/11	21	21	20.35	20.4	2178	2021/6/11
2021/06/15	21.4	21.4	20.6	20.85	1917	2021/6/15
2021/06/16	20.8	21.15	20.2	20.3	2539	2021/6/16
2021/06/17	20	21.2	20	20.45	2707	2021/6/17
2021/06/18	20.45	20.75	20.2	20.25	2807	2021/6/18
2021/06/21	20.1	20.6	19.55	20.1	4821	2021/6/21
2021/06/22	20.4	21.75	20.4	20.8	10256	2021/6/22
2021/06/23	21.3	21.35	20.15	20.45	5051	2021/6/23
2021/06/24	20.5	21.15	20.4	20.65	2906	2021/6/24
2021/06/25	21.2	21.45	20.8	20.85	5795	2021/6/25
2021/06/28	21.3	22.9	21.3	22.9	32815	2021/6/28
2021/06/29	23.55	25.15	23.05	25.15	74858	2021/6/29
2021/06/30	25.55	27.65	25.5	27.5	138840	2021/6/30
2021/07/01	28.1	29.5	26.5	26.8	98749	2021/7/1
2021/07/02	26.55	27.5	25.2	25.65	39338	2021/7/2
2021/07/05	26.55	27.5	25.2	26.35	27822	2021/7/5
2021/07/06	26.35	26.5	25.5	25.6	14021	2021/7/6
2021/07/07	25.35	25.8	24.1	24.3	15688	2021/7/7
2021/07/08	24.5	25.7	24.1	24.95	15887	2021/7/8
2021/07/09	24.75	25.65	24.4	24.65	9754	2021/7/9
2021/07/12	26.05	26.5	24.75	25.05	16533	2021/7/12
2021/07/13	25.5	25.5	23	23.5	16581	2021/7/13
2021/07/14	23.3	24.1	22.35	23.9	10396	2021/7/14
2021/07/15	24.35	25.3	24.15	24.85	12433	2021/7/15
2021/07/16	25.4	25.6	24.65	25.1	17172	2021/7/16
2021/07/19	25.8	27.1	25.65	27.1	47771	2021/7/19
2021/07/20	26.35	27.1	25.85	26.75	41801	2021/7/20
2021/07/21	27.05	28	25.8	26.5	53420	2021/7/21
2021/07/22	27	27.1	25	25	20914	2021/7/22
2021/07/23	25.65	26.85	25.1	26.7	21797	2021/7/23
2021/07/26	26.8	27.15	25.7	26.9	22534	2021/7/26
2021/07/27	26.65	27	25.6	25.6	16059	2021/7/27
2021/07/28	26.2	26.95	24.6	25.75	25706	2021/7/28
2021/07/29	26.5	28.3	26.25	27.95	84396	2021/7/29
2021/07/30	28.2	29.3	27.05	27.2	74791	2021/7/30
2021/08/02	27.75	29.65	27.3	29.3	47782	2021/8/2
2021/08/03	29	29.25	28.05	28.85	33935	2021/8/3
