Date	Open	High	Low	Close	Volume	Date
2012/10/03 	17.290000915527344	17.700000762939453	17.0	17.290000915527344	0	2012/10/03 
2012/10/04 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/04 
2012/10/05 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/05 
2012/10/08 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/08 
2012/10/09 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/09 
2012/10/11 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/11 
2012/10/12 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/12 
2012/10/15 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/15 
2012/10/16 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/16 
2012/10/17 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/17 
2012/10/18 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/18 
2012/10/19 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/19 
2012/10/22 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/22 
2012/10/23 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/23 
2012/10/24 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/24 
2012/10/25 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/25 
2012/10/26 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/26 
2012/10/29 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/29 
2012/10/30 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/30 
2012/10/31 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/10/31 
2012/11/01 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/01 
2012/11/02 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/02 
2012/11/05 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/05 
2012/11/06 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/06 
2012/11/07 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/07 
2012/11/08 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/08 
2012/11/09 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/09 
2012/11/12 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/12 
2012/11/13 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/13 
2012/11/14 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/14 
2012/11/15 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/15 
2012/11/16 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/16 
2012/11/19 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/19 
2012/11/20 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/20 
2012/11/21 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/21 
2012/11/22 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/22 
2012/11/23 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/23 
2012/11/26 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/26 
2012/11/27 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/27 
2012/11/28 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/28 
2012/11/29 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/29 
2012/11/30 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/11/30 
2012/12/03 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/03 
2012/12/04 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/04 
2012/12/05 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/05 
2012/12/06 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/06 
2012/12/07 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/07 
2012/12/10 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/10 
2012/12/11 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/11 
2012/12/12 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/12 
2012/12/13 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/13 
2012/12/14 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/14 
2012/12/17 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/17 
2012/12/18 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/18 
2012/12/19 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/19 
2012/12/20 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/20 
2012/12/21 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/21 
2012/12/24 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/24 
2012/12/25 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/25 
2012/12/26 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/26 
2012/12/27 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/27 
2012/12/28 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2012/12/28 
2013/01/02 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/02 
2013/01/03 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/03 
2013/01/04 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/04 
2013/01/07 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/07 
2013/01/08 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/08 
2013/01/09 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/09 
2013/01/10 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/10 
2013/01/11 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/11 
2013/01/14 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/14 
2013/01/15 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/15 
2013/01/16 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/16 
2013/01/17 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/17 
2013/01/18 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/18 
2013/01/21 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/21 
2013/01/22 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/22 
2013/01/23 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/23 
2013/01/24 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/24 
2013/01/25 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/25 
2013/01/28 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/28 
2013/01/29 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/29 
2013/01/30 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/30 
2013/01/31 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/01/31 
2013/02/01 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/01 
2013/02/04 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/04 
2013/02/05 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/05 
2013/02/06 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/06 
2013/02/18 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/18 
2013/02/19 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/19 
2013/02/20 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/20 
2013/02/21 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/21 
2013/02/22 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/22 
2013/02/25 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/25 
2013/02/26 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/26 
2013/02/27 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/02/27 
2013/03/01 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/01 
2013/03/04 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/04 
2013/03/05 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/05 
2013/03/06 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/06 
2013/03/07 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/07 
2013/03/08 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/08 
2013/03/11 	17.290000915527344	17.290000915527344	17.290000915527344	17.290000915527344	0	2013/03/11 
2013/03/12 	21.08536148071289	21.28370475769043	21.054847717285156	21.08536148071289	1209188921	2013/03/12 
2013/03/13 	21.08536148071289	21.08536148071289	21.08536148071289	21.08536148071289	0	2013/03/13 
2013/03/14 	21.009075164794922	21.08536148071289	20.91753387451172	21.009075164794922	1070646538	2013/03/14 
2013/03/15 	20.856504440307617	20.993818283081055	20.551361083984375	20.856504440307617	2779002533	2013/03/15 
2013/03/18 	20.871761322021484	21.359989166259766	20.734447479248047	20.871761322021484	1319383258	2013/03/18 
2013/03/19 	21.08536148071289	21.176904678344727	20.856504440307617	21.08536148071289	663017613	2013/03/19 
2013/03/20 	21.436275482177734	21.436275482177734	21.054847717285156	21.436275482177734	1801575324	2013/03/20 
2013/03/21 	21.436275482177734	21.436275482177734	21.436275482177734	21.436275482177734	0	2013/03/21 
2013/03/22 	21.436275482177734	21.665132522583008	21.298961639404297	21.436275482177734	860647101	2013/03/22 
2013/03/25 	21.268447875976562	21.436275482177734	21.20741844177246	21.268447875976562	2036293030	2013/03/25 
2013/03/26 	20.84124755859375	21.268447875976562	20.749704360961914	20.84124755859375	2445604446	2013/03/26 
2013/03/27 	20.88701820373535	21.08536148071289	20.825990676879883	20.88701820373535	2402402367	2013/03/27 
2013/03/28 	21.680389404296875	21.77193260192871	20.90227508544922	21.680389404296875	6128565617	2013/03/28 
2013/03/29 	22.199132919311523	22.27541732788086	21.665132522583008	22.199132919311523	5975531000	2013/03/29 
2013/04/01 	22.611074447631836	22.733131408691406	22.168617248535156	22.611074447631836	4489333997	2013/04/01 
2013/04/02 	22.870447158813477	23.801132202148438	22.5347900390625	22.870447158813477	4295584661	2013/04/02 
2013/04/03 	22.870447158813477	22.870447158813477	22.870447158813477	22.870447158813477	0	2013/04/03 
2013/04/08 	21.95501708984375	22.641590118408203	21.787189483642578	21.95501708984375	2741512535	2013/04/08 
2013/04/09 	21.77193260192871	22.03130340576172	21.741418838500977	21.77193260192871	1322938971	2013/04/09 
2013/04/10 	21.543075561523438	21.878732681274414	21.436275482177734	21.543075561523438	1243631820	2013/04/10 
2013/04/11 	21.619361877441406	21.726160049438477	21.359989166259766	21.619361877441406	1520571081	2013/04/11 
2013/04/12 	21.695646286010742	21.77193260192871	21.497304916381836	21.695646286010742	1331900679	2013/04/12 
2013/04/15 	21.573589324951172	21.787189483642578	21.573589324951172	21.573589324951172	1087391489	2013/04/15 
2013/04/16 	21.543075561523438	21.64987564086914	21.359989166259766	21.543075561523438	1193471030	2013/04/16 
2013/04/17 	21.619361877441406	21.619361877441406	21.4515323638916	21.619361877441406	857332586	2013/04/17 
2013/04/18 	21.52781867980957	21.665132522583008	21.512561798095703	21.52781867980957	1155849291	2013/04/18 
2013/04/19 	21.573589324951172	21.665132522583008	21.543075561523438	21.573589324951172	704869504	2013/04/19 
2013/04/22 	21.512561798095703	21.64987564086914	21.482046127319336	21.512561798095703	1440990615	2013/04/22 
2013/04/23 	21.421018600463867	21.573589324951172	21.32947540283203	21.421018600463867	1671546990	2013/04/23 
2013/04/24 	21.314218521118164	21.46678924560547	21.222675323486328	21.314218521118164	2385237940	2013/04/24 
2013/04/25 	20.993818283081055	21.314218521118164	20.993818283081055	20.993818283081055	2229449857	2013/04/25 
2013/04/26 	21.08536148071289	21.08536148071289	20.96330451965332	21.08536148071289	1695864135	2013/04/26 
2013/04/29 	21.390504837036133	22.489017486572266	21.02433204650879	21.390504837036133	1764420252	2013/04/29 
2013/04/30 	21.421018600463867	21.497304916381836	21.375246047973633	21.421018600463867	1333851897	2013/04/30 
2013/05/02 	22.122846603393555	22.199132919311523	21.359989166259766	22.122846603393555	2680498464	2013/05/02 
2013/05/03 	22.107589721679688	22.5805606842041	21.985532760620117	22.107589721679688	3089573269	2013/05/03 
2013/05/06 	22.351703643798828	22.504274368286133	21.58884620666504	22.351703643798828	2268777683	2013/05/06 
2013/05/07 	21.878732681274414	22.351703643798828	21.756675720214844	21.878732681274414	1610291064	2013/05/07 
2013/05/08 	21.863475799560547	21.95501708984375	21.802446365356445	21.863475799560547	1507075101	2013/05/08 
2013/05/09 	21.95501708984375	22.061817169189453	21.84821891784668	21.95501708984375	720810242	2013/05/09 
2013/05/10 	21.84821891784668	21.97027587890625	21.817703247070312	21.84821891784668	856247193	2013/05/10 
2013/05/13 	21.97027587890625	22.046560287475586	21.84821891784668	21.97027587890625	1207008958	2013/05/13 
2013/05/14 	21.90924644470215	22.01604652404785	21.817703247070312	21.90924644470215	2436289461	2013/05/14 
2013/05/15 	21.863475799560547	21.97027587890625	21.756675720214844	21.863475799560547	2247037037	2013/05/15 
2013/05/16 	21.878732681274414	22.046560287475586	21.817703247070312	21.878732681274414	3780658405	2013/05/16 
2013/05/17 	21.817703247070312	21.95501708984375	21.741418838500977	21.817703247070312	2051630771	2013/05/17 
2013/05/20 	21.375246047973633	21.878732681274414	21.28370475769043	21.375246047973633	3824178368	2013/05/20 
2013/05/21 	21.28370475769043	21.558332443237305	21.237932205200195	21.28370475769043	6369790443	2013/05/21 
2013/05/22 	21.298961639404297	21.390504837036133	21.20741844177246	21.298961639404297	5294310101	2013/05/22 
2013/05/23 	21.298961639404297	21.40576171875	21.100618362426758	21.298961639404297	4790054916	2013/05/23 
2013/05/24 	21.314218521118164	21.421018600463867	21.268447875976562	21.314218521118164	1414141539	2013/05/24 
2013/05/27 	21.390504837036133	21.390504837036133	21.20741844177246	21.390504837036133	1275403182	2013/05/27 
2013/05/28 	21.222675323486328	21.390504837036133	21.20741844177246	21.222675323486328	2245722898	2013/05/28 
2013/05/29 	21.009075164794922	21.359989166259766	20.978561401367188	21.009075164794922	4973542825	2013/05/29 
2013/05/30 	20.90227508544922	21.115875244140625	20.71919059753418	20.90227508544922	3401502058	2013/05/30 
2013/05/31 	20.978561401367188	21.054847717285156	20.871761322021484	20.978561401367188	1609085726	2013/05/31 
2013/06/03 	21.03959083557129	21.131132125854492	20.91753387451172	21.03959083557129	1078642796	2013/06/03 
2013/06/04 	21.115875244140625	21.192161560058594	20.993818283081055	21.115875244140625	1507554876	2013/06/04 
2013/06/05 	21.100618362426758	21.131132125854492	21.02433204650879	21.100618362426758	931826908	2013/06/05 
2013/06/06 	21.02433204650879	21.115875244140625	21.009075164794922	21.02433204650879	726022884	2013/06/06 
2013/06/07 	21.009075164794922	21.115875244140625	20.932790756225586	21.009075164794922	1219608308	2013/06/07 
2013/06/10 	21.100618362426758	21.115875244140625	20.96330451965332	21.100618362426758	917185235	2013/06/10 
2013/06/11 	21.054847717285156	21.100618362426758	20.978561401367188	21.054847717285156	1289087271	2013/06/11 
2013/06/13 	21.08536148071289	21.100618362426758	20.993818283081055	21.08536148071289	885323423	2013/06/13 
2013/06/14 	21.100618362426758	21.115875244140625	21.009075164794922	21.100618362426758	1165498546	2013/06/14 
2013/06/17 	21.52781867980957	21.741418838500977	21.054847717285156	21.52781867980957	3085366057	2013/06/17 
2013/06/18 	21.665132522583008	21.817703247070312	21.4515323638916	21.665132522583008	2010181970	2013/06/18 
2013/06/19 	21.359989166259766	21.878732681274414	21.359989166259766	21.359989166259766	2350589891	2013/06/19 
2013/06/20 	21.16164779663086	21.482046127319336	21.131132125854492	21.16164779663086	1406033858	2013/06/20 
2013/06/21 	21.009075164794922	21.20741844177246	20.59713363647461	21.009075164794922	2796855818	2013/06/21 
2013/06/24 	21.02433204650879	21.237932205200195	20.91753387451172	21.02433204650879	1563128871	2013/06/24 
2013/06/25 	20.84124755859375	21.009075164794922	20.749704360961914	20.84124755859375	1468374522	2013/06/25 
2013/06/26 	20.978561401367188	21.192161560058594	20.856504440307617	20.978561401367188	1106236441	2013/06/26 
2013/06/27 	20.88701820373535	21.054847717285156	20.84124755859375	20.88701820373535	2179953674	2013/06/27 
2013/06/28 	20.978561401367188	20.978561401367188	20.84124755859375	20.978561401367188	953259501	2013/06/28 
2013/07/01 	21.054847717285156	21.115875244140625	20.90227508544922	21.054847717285156	1538198242	2013/07/01 
2013/07/02 	21.115875244140625	21.131132125854492	21.02433204650879	21.115875244140625	1156016426	2013/07/02 
2013/07/03 	21.46678924560547	21.58884620666504	21.03959083557129	21.46678924560547	2752394001	2013/07/03 
2013/07/04 	21.32947540283203	21.512561798095703	21.28370475769043	21.32947540283203	3117262607	2013/07/04 
2013/07/05 	20.96330451965332	21.20741844177246	20.505590438842773	20.96330451965332	2121140540	2013/07/05 
2013/07/08 	21.054847717285156	21.131132125854492	20.871761322021484	21.054847717285156	1502409088	2013/07/08 
2013/07/09 	21.054847717285156	21.115875244140625	20.932790756225586	21.054847717285156	705670441	2013/07/09 
2013/07/10 	21.03959083557129	21.070104598999023	20.993818283081055	21.03959083557129	854683334	2013/07/10 
2013/07/11 	21.115875244140625	21.192161560058594	21.02433204650879	21.115875244140625	1435667204	2013/07/11 
2013/07/12 	21.619361877441406	21.817703247070312	21.131132125854492	21.619361877441406	4193912894	2013/07/12 
2013/07/15 	22.672103881835938	23.09930419921875	21.58884620666504	22.672103881835938	7628667588	2013/07/15 
2013/07/16 	22.809417724609375	23.03827476501465	22.672103881835938	22.809417724609375	8695533601	2013/07/16 
2013/07/17 	22.885704040527344	22.96198844909668	22.809417724609375	22.885704040527344	4921516678	2013/07/17 
2013/07/18 	22.611074447631836	22.90096092224121	22.611074447631836	22.611074447631836	4602488916	2013/07/18 
2013/07/19 	22.611074447631836	22.733131408691406	22.504274368286133	22.611074447631836	3866721738	2013/07/19 
2013/07/22 	22.763647079467773	22.809417724609375	22.550046920776367	22.763647079467773	2137171071	2013/07/22 
2013/07/23 	22.855188369750977	22.870447158813477	22.733131408691406	22.855188369750977	5307319750	2013/07/23 
2013/07/24 	22.71787452697754	22.870447158813477	22.71787452697754	22.71787452697754	3774775256	2013/07/24 
2013/07/25 	22.565303802490234	22.794160842895508	22.51953125	22.565303802490234	3088426920	2013/07/25 
2013/07/26 	22.199132919311523	22.626331329345703	22.061817169189453	22.199132919311523	3521004170	2013/07/26 
2013/07/29 	21.665132522583008	22.199132919311523	21.58884620666504	21.665132522583008	3486630747	2013/07/29 
2013/07/30 	21.95501708984375	22.03130340576172	21.131132125854492	21.95501708984375	3398268817	2013/07/30 
2013/07/31 	22.33644676208496	22.351703643798828	21.939760208129883	22.33644676208496	3974602404	2013/07/31 
2013/08/01 	22.5805606842041	22.702617645263672	22.290674209594727	22.5805606842041	5382426900	2013/08/01 
2013/08/02 	22.122846603393555	22.65684700012207	22.046560287475586	22.122846603393555	7293353677	2013/08/02 
2013/08/05 	22.427989959716797	27.462844848632812	22.122846603393555	27.0814151763916	51859667	2013/08/05 
2013/08/06 	27.15770149230957	30.209129333496094	27.15770149230957	28.759700775146484	54592158	2013/08/06 
2013/08/07 	28.53084373474121	28.683414459228516	26.16598892211914	26.47113037109375	24836902	2013/08/07 
2013/08/08 	26.47113037109375	26.47113037109375	25.174274444580078	25.250560760498047	18454315	2013/08/08 
2013/08/09 	25.250560760498047	25.250560760498047	23.877418518066406	24.258846282958984	23834748	2013/08/09 
2013/08/12 	24.258846282958984	25.631988525390625	24.258846282958984	24.945417404174805	14264800	2013/08/12 
2013/08/13 	25.09798812866211	25.250560760498047	24.10627555847168	24.640274047851562	11671915	2013/08/13 
2013/08/14 	24.563989639282227	24.945417404174805	24.487703323364258	24.71656036376953	7665920	2013/08/14 
2013/08/15 	24.487703323364258	24.563989639282227	24.10627555847168	24.335132598876953	5740264	2013/08/15 
2013/08/16 	24.10627555847168	24.258846282958984	23.419702529907227	23.495988845825195	11869199	2013/08/16 
2013/08/19 	23.34341812133789	24.563989639282227	22.809417724609375	24.41141700744629	10331558	2013/08/19 
2013/08/20 	24.258846282958984	24.71656036376953	23.953702926635742	23.953702926635742	7737362	2013/08/20 
2013/08/22 	23.877418518066406	24.10627555847168	23.495988845825195	23.801132202148438	3692042	2013/08/22 
2013/08/23 	24.02998924255371	24.335132598876953	23.801132202148438	23.801132202148438	2798690	2013/08/23 
2013/08/26 	23.877418518066406	24.563989639282227	23.572275161743164	23.953702926635742	8526501	2013/08/26 
2013/08/27 	24.10627555847168	24.182559967041016	23.190845489501953	23.267131805419922	7064235	2013/08/27 
2013/08/28 	22.96198844909668	24.258846282958984	22.96198844909668	23.953702926635742	9788206	2013/08/28 
